compound,amino_acid,acyl_n,category,formula,neutral_mass,adduct,target_mz
N-C9:0-tyrosine,tyrosine,9,short_medium_chain,C18H27N1O4,321.1940083549,[M+H]+,322.2012848068
N-C11:0-leucine,leucine,11,short_medium_chain,C17H33N1O3,299.2460439242,[M+Na]+,322.2352646242
N-C12:0-valine,valine,12,long_chain,C17H33N1O3,299.2460439242,[M+Na]+,322.2352646242
N-C15:0-glycine,glycine,15,long_chain,C17H33N1O3,299.2460439242,[M+Na]+,322.2352646242
N-C11:0-isoleucine,isoleucine,11,short_medium_chain,C17H33N1O3,299.2460439242,[M+Na]+,322.2352646242
N-C14:0-alanine,alanine,14,long_chain,C17H33N1O3,299.2460439242,[M+Na]+,322.2352646242
N-C11:0-asparagine,asparagine,11,short_medium_chain,C15H28N2O4,300.204907392,[M+Na]+,323.19412809199997
N-C10:0-glutamine,glutamine,10,short_medium_chain,C15H28N2O4,300.204907392,[M+Na]+,323.19412809199997
N-C8:0-arginine,arginine,8,short_medium_chain,C14H28N4O3,300.2161407803,[M+Na]+,323.2053614803
N-C10:0-lysine,lysine,10,short_medium_chain,C16H32N2O3,300.2412928975,[M+Na]+,323.23051359749996
N-C9:0-phenylalanine,phenylalanine,9,short_medium_chain,C18H27N1O3,305.1990937328,[M+NH4]+,323.2329192856
N-C11:0-aspartate,aspartate,11,short_medium_chain,C15H27N1O5,301.188922977,[M+Na]+,324.178143677
N-C10:0-glutamate,glutamate,10,short_medium_chain,C15H27N1O5,301.188922977,[M+Na]+,324.178143677
N-C12:0-homoserine,homoserine,12,long_chain,C16H31N1O4,301.2253084825,[M+Na]+,324.2145291825
N-C12:0-threonine,threonine,12,long_chain,C16H31N1O4,301.2253084825,[M+Na]+,324.2145291825
N-C13:0-serine,serine,13,long_chain,C16H31N1O4,301.2253084825,[M+Na]+,324.2145291825
N-C11:0-histidine,histidine,11,short_medium_chain,C17H29N3O3,323.220891807,[M+H]+,324.2281682589
N-C6:0-tryptophan,tryptophan,6,short_medium_chain,C17H22N2O3,302.16304257850004,[M+Na]+,325.1522632785
N-C8:0-tyrosine,tyrosine,8,short_medium_chain,C17H25N1O4,307.1783582911,[M+NH4]+,325.2121838439
N-C12:0-cysteine,cysteine,12,long_chain,C15H29N1O3S1,303.18681448660004,[M+Na]+,326.1760351866
N-C10:0-methionine,methionine,10,short_medium_chain,C15H29N1O3S1,303.18681448660004,[M+Na]+,326.1760351866
N-C14:0-proline,proline,14,long_chain,C19H35N1O3,325.261693988,[M+H]+,326.2689704399
N-C10:0-histidine,histidine,10,short_medium_chain,C16H27N3O3,309.2052417432,[M+NH4]+,327.23906729600003
N-C9:0-phenylalanine,phenylalanine,9,short_medium_chain,C18H27N1O3,305.1990937328,[M+Na]+,328.1883144328
N-C16:0-alanine,alanine,16,long_chain,C19H37N1O3,327.2773440518,[M+H]+,328.2846205037
N-C14:0-valine,valine,14,long_chain,C19H37N1O3,327.2773440518,[M+H]+,328.2846205037
N-C13:0-leucine,leucine,13,long_chain,C19H37N1O3,327.2773440518,[M+H]+,328.2846205037
N-C17:0-glycine,glycine,17,long_chain,C19H37N1O3,327.2773440518,[M+H]+,328.2846205037
N-C13:0-isoleucine,isoleucine,13,long_chain,C19H37N1O3,327.2773440518,[M+H]+,328.2846205037
N-C12:0-glutamine,glutamine,12,long_chain,C17H32N2O4,328.2362075196,[M+H]+,329.2434839715
N-C13:0-asparagine,asparagine,13,long_chain,C17H32N2O4,328.2362075196,[M+H]+,329.2434839715
N-C10:0-arginine,arginine,10,short_medium_chain,C16H32N4O3,328.2474409079,[M+H]+,329.2547173598
N-C12:0-lysine,lysine,12,long_chain,C18H36N2O3,328.2725930251,[M+H]+,329.279869477
N-C13:0-proline,proline,13,long_chain,C18H33N1O3,311.24604392419997,[M+NH4]+,329.279869477
N-C8:0-tyrosine,tyrosine,8,short_medium_chain,C17H25N1O4,307.1783582911,[M+Na]+,330.16757899109996
N-C13:0-aspartate,aspartate,13,long_chain,C17H31N1O5,329.2202231046,[M+H]+,330.2274995565
N-C12:0-glutamate,glutamate,12,long_chain,C17H31N1O5,329.2202231046,[M+H]+,330.2274995565
N-C14:0-threonine,threonine,14,long_chain,C18H35N1O4,329.2566086101,[M+H]+,330.263885062
N-C14:0-homoserine,homoserine,14,long_chain,C18H35N1O4,329.2566086101,[M+H]+,330.263885062
N-C15:0-serine,serine,15,long_chain,C18H35N1O4,329.2566086101,[M+H]+,330.263885062
N-C8:0-tryptophan,tryptophan,8,short_medium_chain,C19H26N2O3,330.1943427061,[M+H]+,331.20161915799997
N-C13:0-valine,valine,13,long_chain,C18H35N1O3,313.261693988,[M+NH4]+,331.2955195408
N-C16:0-glycine,glycine,16,long_chain,C18H35N1O3,313.261693988,[M+NH4]+,331.2955195408
N-C12:0-leucine,leucine,12,long_chain,C18H35N1O3,313.261693988,[M+NH4]+,331.2955195408
N-C15:0-alanine,alanine,15,long_chain,C18H35N1O3,313.261693988,[M+NH4]+,331.2955195408
N-C12:0-isoleucine,isoleucine,12,long_chain,C18H35N1O3,313.261693988,[M+NH4]+,331.2955195408
N-C10:0-histidine,histidine,10,short_medium_chain,C16H27N3O3,309.2052417432,[M+Na]+,332.1944624432
N-C14:0-cysteine,cysteine,14,long_chain,C17H33N1O3S1,331.21811461420003,[M+H]+,332.22539106610003
N-C12:0-methionine,methionine,12,long_chain,C17H33N1O3S1,331.21811461420003,[M+H]+,332.22539106610003
N-C12:0-asparagine,asparagine,12,long_chain,C16H30N2O4,314.2205574558,[M+NH4]+,332.25438300860003
N-C11:0-glutamine,glutamine,11,short_medium_chain,C16H30N2O4,314.2205574558,[M+NH4]+,332.25438300860003
N-C9:0-arginine,arginine,9,short_medium_chain,C15H30N4O3,314.2317908441,[M+NH4]+,332.2656163969
N-C11:0-lysine,lysine,11,short_medium_chain,C17H34N2O3,314.2569429613,[M+NH4]+,332.2907685141
N-C11:0-glutamate,glutamate,11,short_medium_chain,C16H29N1O5,315.2045730408,[M+NH4]+,333.23839859360004
N-C12:0-aspartate,aspartate,12,long_chain,C16H29N1O5,315.2045730408,[M+NH4]+,333.23839859360004
N-C14:0-serine,serine,14,long_chain,C17H33N1O4,315.2409585463,[M+NH4]+,333.27478409910003
N-C13:0-homoserine,homoserine,13,long_chain,C17H33N1O4,315.2409585463,[M+NH4]+,333.27478409910003
N-C13:0-threonine,threonine,13,long_chain,C17H33N1O4,315.2409585463,[M+NH4]+,333.27478409910003
N-C7:0-tryptophan,tryptophan,7,short_medium_chain,C18H24N2O3,316.1786926423,[M+NH4]+,334.2125181951
N-C13:0-proline,proline,13,long_chain,C18H33N1O3,311.24604392419997,[M+Na]+,334.23526462419994
N-C11:0-phenylalanine,phenylalanine,11,short_medium_chain,C20H31N1O3,333.2303938604,[M+H]+,334.2376703123
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,317.2024645504,[M+NH4]+,335.2362901032
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,317.2024645504,[M+NH4]+,335.2362901032
N-C10:0-tyrosine,tyrosine,10,short_medium_chain,C19H29N1O4,335.2096584187,[M+H]+,336.21693487059997
N-C13:0-valine,valine,13,long_chain,C18H35N1O3,313.261693988,[M+Na]+,336.25091468799997
N-C12:0-isoleucine,isoleucine,12,long_chain,C18H35N1O3,313.261693988,[M+Na]+,336.25091468799997
N-C12:0-leucine,leucine,12,long_chain,C18H35N1O3,313.261693988,[M+Na]+,336.25091468799997
N-C16:0-glycine,glycine,16,long_chain,C18H35N1O3,313.261693988,[M+Na]+,336.25091468799997
N-C15:0-alanine,alanine,15,long_chain,C18H35N1O3,313.261693988,[M+Na]+,336.25091468799997
N-C12:0-asparagine,asparagine,12,long_chain,C16H30N2O4,314.2205574558,[M+Na]+,337.2097781558
N-C11:0-glutamine,glutamine,11,short_medium_chain,C16H30N2O4,314.2205574558,[M+Na]+,337.2097781558
N-C9:0-arginine,arginine,9,short_medium_chain,C15H30N4O3,314.2317908441,[M+Na]+,337.22101154409995
N-C11:0-lysine,lysine,11,short_medium_chain,C17H34N2O3,314.2569429613,[M+Na]+,337.2461636613
N-C10:0-phenylalanine,phenylalanine,10,short_medium_chain,C19H29N1O3,319.2147437966,[M+NH4]+,337.2485693494
N-C12:0-aspartate,aspartate,12,long_chain,C16H29N1O5,315.2045730408,[M+Na]+,338.1937937408
N-C11:0-glutamate,glutamate,11,short_medium_chain,C16H29N1O5,315.2045730408,[M+Na]+,338.1937937408
N-C13:0-threonine,threonine,13,long_chain,C17H33N1O4,315.2409585463,[M+Na]+,338.2301792463
N-C13:0-homoserine,homoserine,13,long_chain,C17H33N1O4,315.2409585463,[M+Na]+,338.2301792463
N-C14:0-serine,serine,14,long_chain,C17H33N1O4,315.2409585463,[M+Na]+,338.2301792463
N-C12:0-histidine,histidine,12,long_chain,C18H31N3O3,337.2365418708,[M+H]+,338.2438183227
N-C7:0-tryptophan,tryptophan,7,short_medium_chain,C18H24N2O3,316.1786926423,[M+Na]+,339.1679133423
N-C9:0-tyrosine,tyrosine,9,short_medium_chain,C18H27N1O4,321.1940083549,[M+NH4]+,339.2278339077
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,317.2024645504,[M+Na]+,340.1916852504
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,317.2024645504,[M+Na]+,340.1916852504
N-C15:0-proline,proline,15,long_chain,C20H37N1O3,339.2773440518,[M+H]+,340.2846205037
N-C11:0-histidine,histidine,11,short_medium_chain,C17H29N3O3,323.220891807,[M+NH4]+,341.2547173598
N-C10:0-phenylalanine,phenylalanine,10,short_medium_chain,C19H29N1O3,319.2147437966,[M+Na]+,342.20396449659995
N-C17:0-alanine,alanine,17,long_chain,C20H39N1O3,341.2929941156,[M+H]+,342.3002705675
N-C14:0-isoleucine,isoleucine,14,long_chain,C20H39N1O3,341.2929941156,[M+H]+,342.3002705675
N-C18:0-glycine,glycine,18,long_chain,C20H39N1O3,341.2929941156,[M+H]+,342.3002705675
N-C14:0-leucine,leucine,14,long_chain,C20H39N1O3,341.2929941156,[M+H]+,342.3002705675
N-C15:0-valine,valine,15,long_chain,C20H39N1O3,341.2929941156,[M+H]+,342.3002705675
N-C14:0-asparagine,asparagine,14,long_chain,C18H34N2O4,342.2518575834,[M+H]+,343.2591340353
N-C13:0-glutamine,glutamine,13,long_chain,C18H34N2O4,342.2518575834,[M+H]+,343.2591340353
N-C11:0-arginine,arginine,11,short_medium_chain,C17H34N4O3,342.2630909717,[M+H]+,343.2703674236
N-C14:0-proline,proline,14,long_chain,C19H35N1O3,325.261693988,[M+NH4]+,343.2955195408
N-C13:0-lysine,lysine,13,long_chain,C19H38N2O3,342.2882430889,[M+H]+,343.2955195408
N-C9:0-tyrosine,tyrosine,9,short_medium_chain,C18H27N1O4,321.1940083549,[M+Na]+,344.1832290549
N-C13:0-glutamate,glutamate,13,long_chain,C18H33N1O5,343.23587316839996,[M+H]+,344.24314962029996
N-C14:0-aspartate,aspartate,14,long_chain,C18H33N1O5,343.23587316839996,[M+H]+,344.24314962029996
N-C16:0-serine,serine,16,long_chain,C19H37N1O4,343.2722586739,[M+H]+,344.2795351258
N-C15:0-threonine,threonine,15,long_chain,C19H37N1O4,343.2722586739,[M+H]+,344.2795351258
N-C15:0-homoserine,homoserine,15,long_chain,C19H37N1O4,343.2722586739,[M+H]+,344.2795351258
N-C9:0-tryptophan,tryptophan,9,short_medium_chain,C20H28N2O3,344.2099927699,[M+H]+,345.2172692218
N-C16:0-alanine,alanine,16,long_chain,C19H37N1O3,327.2773440518,[M+NH4]+,345.3111696046
N-C13:0-leucine,leucine,13,long_chain,C19H37N1O3,327.2773440518,[M+NH4]+,345.3111696046
N-C17:0-glycine,glycine,17,long_chain,C19H37N1O3,327.2773440518,[M+NH4]+,345.3111696046
N-C13:0-isoleucine,isoleucine,13,long_chain,C19H37N1O3,327.2773440518,[M+NH4]+,345.3111696046
N-C14:0-valine,valine,14,long_chain,C19H37N1O3,327.2773440518,[M+NH4]+,345.3111696046
N-C11:0-histidine,histidine,11,short_medium_chain,C17H29N3O3,323.220891807,[M+Na]+,346.21011250699996
N-C13:0-methionine,methionine,13,long_chain,C18H35N1O3S1,345.233764678,[M+H]+,346.2410411299
N-C15:0-cysteine,cysteine,15,long_chain,C18H35N1O3S1,345.233764678,[M+H]+,346.2410411299
N-C13:0-asparagine,asparagine,13,long_chain,C17H32N2O4,328.2362075196,[M+NH4]+,346.2700330724
N-C12:0-glutamine,glutamine,12,long_chain,C17H32N2O4,328.2362075196,[M+NH4]+,346.2700330724
N-C10:0-arginine,arginine,10,short_medium_chain,C16H32N4O3,328.2474409079,[M+NH4]+,346.2812664607
N-C12:0-lysine,lysine,12,long_chain,C18H36N2O3,328.2725930251,[M+NH4]+,346.3064185779
N-C12:0-glutamate,glutamate,12,long_chain,C17H31N1O5,329.2202231046,[M+NH4]+,347.2540486574
N-C13:0-aspartate,aspartate,13,long_chain,C17H31N1O5,329.2202231046,[M+NH4]+,347.2540486574
N-C14:0-homoserine,homoserine,14,long_chain,C18H35N1O4,329.2566086101,[M+NH4]+,347.2904341629
N-C15:0-serine,serine,15,long_chain,C18H35N1O4,329.2566086101,[M+NH4]+,347.2904341629
N-C14:0-threonine,threonine,14,long_chain,C18H35N1O4,329.2566086101,[M+NH4]+,347.2904341629
N-C8:0-tryptophan,tryptophan,8,short_medium_chain,C19H26N2O3,330.1943427061,[M+NH4]+,348.2281682589
N-C14:0-proline,proline,14,long_chain,C19H35N1O3,325.261693988,[M+Na]+,348.25091468799997
N-C12:0-phenylalanine,phenylalanine,12,long_chain,C21H33N1O3,347.2460439242,[M+H]+,348.2533203761
N-C12:0-methionine,methionine,12,long_chain,C17H33N1O3S1,331.21811461420003,[M+NH4]+,349.25194016700004
N-C14:0-cysteine,cysteine,14,long_chain,C17H33N1O3S1,331.21811461420003,[M+NH4]+,349.25194016700004
N-C11:0-tyrosine,tyrosine,11,short_medium_chain,C20H31N1O4,349.2253084825,[M+H]+,350.2325849344
N-C14:0-valine,valine,14,long_chain,C19H37N1O3,327.2773440518,[M+Na]+,350.2665647518
N-C13:0-leucine,leucine,13,long_chain,C19H37N1O3,327.2773440518,[M+Na]+,350.2665647518
N-C17:0-glycine,glycine,17,long_chain,C19H37N1O3,327.2773440518,[M+Na]+,350.2665647518
N-C13:0-isoleucine,isoleucine,13,long_chain,C19H37N1O3,327.2773440518,[M+Na]+,350.2665647518
N-C16:0-alanine,alanine,16,long_chain,C19H37N1O3,327.2773440518,[M+Na]+,350.2665647518
N-C12:0-glutamine,glutamine,12,long_chain,C17H32N2O4,328.2362075196,[M+Na]+,351.22542821959996
N-C13:0-asparagine,asparagine,13,long_chain,C17H32N2O4,328.2362075196,[M+Na]+,351.22542821959996
N-C10:0-arginine,arginine,10,short_medium_chain,C16H32N4O3,328.2474409079,[M+Na]+,351.2366616079
N-C12:0-lysine,lysine,12,long_chain,C18H36N2O3,328.2725930251,[M+Na]+,351.26181372509996
N-C11:0-phenylalanine,phenylalanine,11,short_medium_chain,C20H31N1O3,333.2303938604,[M+NH4]+,351.2642194132
N-C13:0-aspartate,aspartate,13,long_chain,C17H31N1O5,329.2202231046,[M+Na]+,352.20944380459997
N-C12:0-glutamate,glutamate,12,long_chain,C17H31N1O5,329.2202231046,[M+Na]+,352.20944380459997
N-C15:0-serine,serine,15,long_chain,C18H35N1O4,329.2566086101,[M+Na]+,352.24582931009996
N-C14:0-homoserine,homoserine,14,long_chain,C18H35N1O4,329.2566086101,[M+Na]+,352.24582931009996
N-C14:0-threonine,threonine,14,long_chain,C18H35N1O4,329.2566086101,[M+Na]+,352.24582931009996
N-C13:0-histidine,histidine,13,long_chain,C19H33N3O3,351.25219193460003,[M+H]+,352.25946838650003
N-C8:0-tryptophan,tryptophan,8,short_medium_chain,C19H26N2O3,330.1943427061,[M+Na]+,353.18356340609995
N-C10:0-tyrosine,tyrosine,10,short_medium_chain,C19H29N1O4,335.2096584187,[M+NH4]+,353.2434839715
N-C14:0-cysteine,cysteine,14,long_chain,C17H33N1O3S1,331.21811461420003,[M+Na]+,354.2073353142
N-C12:0-methionine,methionine,12,long_chain,C17H33N1O3S1,331.21811461420003,[M+Na]+,354.2073353142
N-C16:0-proline,proline,16,long_chain,C21H39N1O3,353.2929941156,[M+H]+,354.3002705675
N-C12:0-histidine,histidine,12,long_chain,C18H31N3O3,337.2365418708,[M+NH4]+,355.2703674236
N-C11:0-phenylalanine,phenylalanine,11,short_medium_chain,C20H31N1O3,333.2303938604,[M+Na]+,356.2196145604
N-C15:0-isoleucine,isoleucine,15,long_chain,C21H41N1O3,355.3086441794,[M+H]+,356.3159206313
N-C15:0-leucine,leucine,15,long_chain,C21H41N1O3,355.3086441794,[M+H]+,356.3159206313
N-C18:0-alanine,alanine,18,long_chain,C21H41N1O3,355.3086441794,[M+H]+,356.3159206313
N-C16:0-valine,valine,16,long_chain,C21H41N1O3,355.3086441794,[M+H]+,356.3159206313
N-C14:0-glutamine,glutamine,14,long_chain,C19H36N2O4,356.2675076472,[M+H]+,357.2747840991
N-C15:0-asparagine,asparagine,15,long_chain,C19H36N2O4,356.2675076472,[M+H]+,357.2747840991
N-C12:0-arginine,arginine,12,long_chain,C18H36N4O3,356.2787410355,[M+H]+,357.2860174874
N-C14:0-lysine,lysine,14,long_chain,C20H40N2O3,356.3038931527,[M+H]+,357.3111696046
N-C15:0-proline,proline,15,long_chain,C20H37N1O3,339.2773440518,[M+NH4]+,357.3111696046
N-C10:0-tyrosine,tyrosine,10,short_medium_chain,C19H29N1O4,335.2096584187,[M+Na]+,358.19887911869995
N-C15:0-aspartate,aspartate,15,long_chain,C19H35N1O5,357.2515232322,[M+H]+,358.2587996841
N-C14:0-glutamate,glutamate,14,long_chain,C19H35N1O5,357.2515232322,[M+H]+,358.2587996841
N-C16:0-threonine,threonine,16,long_chain,C20H39N1O4,357.2879087377,[M+H]+,358.2951851896
N-C16:0-homoserine,homoserine,16,long_chain,C20H39N1O4,357.2879087377,[M+H]+,358.2951851896
N-C17:0-serine,serine,17,long_chain,C20H39N1O4,357.2879087377,[M+H]+,358.2951851896
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,358.2256428337,[M+H]+,359.2329192856
N-C15:0-valine,valine,15,long_chain,C20H39N1O3,341.2929941156,[M+NH4]+,359.3268196684
N-C18:0-glycine,glycine,18,long_chain,C20H39N1O3,341.2929941156,[M+NH4]+,359.3268196684
N-C17:0-alanine,alanine,17,long_chain,C20H39N1O3,341.2929941156,[M+NH4]+,359.3268196684
N-C14:0-isoleucine,isoleucine,14,long_chain,C20H39N1O3,341.2929941156,[M+NH4]+,359.3268196684
N-C14:0-leucine,leucine,14,long_chain,C20H39N1O3,341.2929941156,[M+NH4]+,359.3268196684
N-C12:0-histidine,histidine,12,long_chain,C18H31N3O3,337.2365418708,[M+Na]+,360.2257625708
N-C16:0-cysteine,cysteine,16,long_chain,C19H37N1O3S1,359.2494147418,[M+H]+,360.2566911937
N-C14:0-methionine,methionine,14,long_chain,C19H37N1O3S1,359.2494147418,[M+H]+,360.2566911937
N-C13:0-glutamine,glutamine,13,long_chain,C18H34N2O4,342.2518575834,[M+NH4]+,360.2856831362
N-C14:0-asparagine,asparagine,14,long_chain,C18H34N2O4,342.2518575834,[M+NH4]+,360.2856831362
N-C11:0-arginine,arginine,11,short_medium_chain,C17H34N4O3,342.2630909717,[M+NH4]+,360.29691652450003
N-C13:0-lysine,lysine,13,long_chain,C19H38N2O3,342.2882430889,[M+NH4]+,360.3220686417
N-C14:0-aspartate,aspartate,14,long_chain,C18H33N1O5,343.23587316839996,[M+NH4]+,361.2696987212
N-C13:0-glutamate,glutamate,13,long_chain,C18H33N1O5,343.23587316839996,[M+NH4]+,361.2696987212
N-C16:0-serine,serine,16,long_chain,C19H37N1O4,343.2722586739,[M+NH4]+,361.3060842267
N-C15:0-homoserine,homoserine,15,long_chain,C19H37N1O4,343.2722586739,[M+NH4]+,361.3060842267
N-C15:0-threonine,threonine,15,long_chain,C19H37N1O4,343.2722586739,[M+NH4]+,361.3060842267
N-C9:0-tryptophan,tryptophan,9,short_medium_chain,C20H28N2O3,344.2099927699,[M+NH4]+,362.2438183227
N-C15:0-proline,proline,15,long_chain,C20H37N1O3,339.2773440518,[M+Na]+,362.2665647518
N-C13:0-phenylalanine,phenylalanine,13,long_chain,C22H35N1O3,361.261693988,[M+H]+,362.2689704399
N-C15:0-cysteine,cysteine,15,long_chain,C18H35N1O3S1,345.233764678,[M+NH4]+,363.2675902308
N-C13:0-methionine,methionine,13,long_chain,C18H35N1O3S1,345.233764678,[M+NH4]+,363.2675902308
N-C12:0-tyrosine,tyrosine,12,long_chain,C21H33N1O4,363.2409585463,[M+H]+,364.2482349982
N-C15:0-valine,valine,15,long_chain,C20H39N1O3,341.2929941156,[M+Na]+,364.28221481559996
N-C18:0-glycine,glycine,18,long_chain,C20H39N1O3,341.2929941156,[M+Na]+,364.28221481559996
N-C17:0-alanine,alanine,17,long_chain,C20H39N1O3,341.2929941156,[M+Na]+,364.28221481559996
N-C14:0-isoleucine,isoleucine,14,long_chain,C20H39N1O3,341.2929941156,[M+Na]+,364.28221481559996
N-C14:0-leucine,leucine,14,long_chain,C20H39N1O3,341.2929941156,[M+Na]+,364.28221481559996
N-C13:0-glutamine,glutamine,13,long_chain,C18H34N2O4,342.2518575834,[M+Na]+,365.2410782834
N-C14:0-asparagine,asparagine,14,long_chain,C18H34N2O4,342.2518575834,[M+Na]+,365.2410782834
N-C11:0-arginine,arginine,11,short_medium_chain,C17H34N4O3,342.2630909717,[M+Na]+,365.2523116717
N-C13:0-lysine,lysine,13,long_chain,C19H38N2O3,342.2882430889,[M+Na]+,365.2774637889
N-C12:0-phenylalanine,phenylalanine,12,long_chain,C21H33N1O3,347.2460439242,[M+NH4]+,365.27986947700003
N-C13:0-glutamate,glutamate,13,long_chain,C18H33N1O5,343.23587316839996,[M+Na]+,366.22509386839994
N-C14:0-aspartate,aspartate,14,long_chain,C18H33N1O5,343.23587316839996,[M+Na]+,366.22509386839994
N-C15:0-homoserine,homoserine,15,long_chain,C19H37N1O4,343.2722586739,[M+Na]+,366.2614793739
N-C16:0-serine,serine,16,long_chain,C19H37N1O4,343.2722586739,[M+Na]+,366.2614793739
N-C15:0-threonine,threonine,15,long_chain,C19H37N1O4,343.2722586739,[M+Na]+,366.2614793739
N-C14:0-histidine,histidine,14,long_chain,C20H35N3O3,365.2678419984,[M+H]+,366.2751184503
N-C9:0-tryptophan,tryptophan,9,short_medium_chain,C20H28N2O3,344.2099927699,[M+Na]+,367.1992134699
N-C11:0-tyrosine,tyrosine,11,short_medium_chain,C20H31N1O4,349.2253084825,[M+NH4]+,367.2591340353
N-C13:0-methionine,methionine,13,long_chain,C18H35N1O3S1,345.233764678,[M+Na]+,368.222985378
N-C15:0-cysteine,cysteine,15,long_chain,C18H35N1O3S1,345.233764678,[M+Na]+,368.222985378
N-C17:0-proline,proline,17,long_chain,C22H41N1O3,367.3086441794,[M+H]+,368.3159206313
N-C13:0-histidine,histidine,13,long_chain,C19H33N3O3,351.25219193460003,[M+NH4]+,369.28601748740004
N-C12:0-phenylalanine,phenylalanine,12,long_chain,C21H33N1O3,347.2460439242,[M+Na]+,370.2352646242
N-C16:0-leucine,leucine,16,long_chain,C22H43N1O3,369.3242942432,[M+H]+,370.33157069509997
N-C17:0-valine,valine,17,long_chain,C22H43N1O3,369.3242942432,[M+H]+,370.33157069509997
N-C16:0-isoleucine,isoleucine,16,long_chain,C22H43N1O3,369.3242942432,[M+H]+,370.33157069509997
N-C16:0-asparagine,asparagine,16,long_chain,C20H38N2O4,370.283157711,[M+H]+,371.2904341629
N-C15:0-glutamine,glutamine,15,long_chain,C20H38N2O4,370.283157711,[M+H]+,371.2904341629
N-C13:0-arginine,arginine,13,long_chain,C19H38N4O3,370.2943910993,[M+H]+,371.3016675512
N-C16:0-proline,proline,16,long_chain,C21H39N1O3,353.2929941156,[M+NH4]+,371.3268196684
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,370.3195432165,[M+H]+,371.3268196684
N-C11:0-tyrosine,tyrosine,11,short_medium_chain,C20H31N1O4,349.2253084825,[M+Na]+,372.2145291825
N-C15:0-glutamate,glutamate,15,long_chain,C20H37N1O5,371.267173296,[M+H]+,372.2744497479
N-C16:0-aspartate,aspartate,16,long_chain,C20H37N1O5,371.267173296,[M+H]+,372.2744497479
N-C18:0-serine,serine,18,long_chain,C21H41N1O4,371.3035588015,[M+H]+,372.3108352534
N-C17:0-homoserine,homoserine,17,long_chain,C21H41N1O4,371.3035588015,[M+H]+,372.3108352534
N-C17:0-threonine,threonine,17,long_chain,C21H41N1O4,371.3035588015,[M+H]+,372.3108352534
N-C11:0-tryptophan,tryptophan,11,short_medium_chain,C22H32N2O3,372.2412928975,[M+H]+,373.2485693494
N-C15:0-leucine,leucine,15,long_chain,C21H41N1O3,355.3086441794,[M+NH4]+,373.3424697322
N-C18:0-alanine,alanine,18,long_chain,C21H41N1O3,355.3086441794,[M+NH4]+,373.3424697322
N-C15:0-isoleucine,isoleucine,15,long_chain,C21H41N1O3,355.3086441794,[M+NH4]+,373.3424697322
N-C16:0-valine,valine,16,long_chain,C21H41N1O3,355.3086441794,[M+NH4]+,373.3424697322
N-C13:0-histidine,histidine,13,long_chain,C19H33N3O3,351.25219193460003,[M+Na]+,374.2414126346
N-C15:0-methionine,methionine,15,long_chain,C20H39N1O3S1,373.2650648056,[M+H]+,374.2723412575
N-C17:0-cysteine,cysteine,17,long_chain,C20H39N1O3S1,373.2650648056,[M+H]+,374.2723412575
N-C15:0-asparagine,asparagine,15,long_chain,C19H36N2O4,356.2675076472,[M+NH4]+,374.3013332
N-C14:0-glutamine,glutamine,14,long_chain,C19H36N2O4,356.2675076472,[M+NH4]+,374.3013332
N-C12:0-arginine,arginine,12,long_chain,C18H36N4O3,356.2787410355,[M+NH4]+,374.3125665883
N-C14:0-lysine,lysine,14,long_chain,C20H40N2O3,356.3038931527,[M+NH4]+,374.33771870550004
N-C14:0-glutamate,glutamate,14,long_chain,C19H35N1O5,357.2515232322,[M+NH4]+,375.285348785
N-C15:0-aspartate,aspartate,15,long_chain,C19H35N1O5,357.2515232322,[M+NH4]+,375.285348785
N-C17:0-serine,serine,17,long_chain,C20H39N1O4,357.2879087377,[M+NH4]+,375.3217342905
N-C16:0-homoserine,homoserine,16,long_chain,C20H39N1O4,357.2879087377,[M+NH4]+,375.3217342905
N-C16:0-threonine,threonine,16,long_chain,C20H39N1O4,357.2879087377,[M+NH4]+,375.3217342905
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,358.2256428337,[M+NH4]+,376.25946838650003
N-C16:0-proline,proline,16,long_chain,C21H39N1O3,353.2929941156,[M+Na]+,376.28221481559996
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,375.2773440518,[M+H]+,376.2846205037
N-C14:0-methionine,methionine,14,long_chain,C19H37N1O3S1,359.2494147418,[M+NH4]+,377.28324029460003
N-C16:0-cysteine,cysteine,16,long_chain,C19H37N1O3S1,359.2494147418,[M+NH4]+,377.28324029460003
N-C13:0-tyrosine,tyrosine,13,long_chain,C22H35N1O4,377.2566086101,[M+H]+,378.263885062
N-C15:0-leucine,leucine,15,long_chain,C21H41N1O3,355.3086441794,[M+Na]+,378.2978648794
N-C15:0-isoleucine,isoleucine,15,long_chain,C21H41N1O3,355.3086441794,[M+Na]+,378.2978648794
N-C18:0-alanine,alanine,18,long_chain,C21H41N1O3,355.3086441794,[M+Na]+,378.2978648794
