row_id,strain_code,species,fraction,peak_area
51126,TFCN_4M-1-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-334Y-6,Rhodotorula diobovata,supernatant,0
51126,TFCN_25-333P-5,Rhodotorula paludigena,supernatant,0
51126,TFCN_222A-2,Rhodotorula sp_clade_I,supernatant,0
51126,TFCN_25-333Y-2,Rhodotorula sp_clade_I,supernatant,0
51126,TFCN_98A-10,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-334D-6,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-0-2E334-4,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_363-1-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-0-2E333-7,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_141C-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-335Y-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_213-6-4,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_98C-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-333D-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-332C-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_86A-6,Rhodotorula sphaerocarpa,supernatant,0
51126,TFCN_0520-4-2-2,Rhodotorula taiwanensis,supernatant,0
51126,TFCN_25-333D-5,Rhodotorula sp_clade_I,supernatant,0
51126,TFCN_130D-4,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152C-2,Rhodotorula toruloides,supernatant,0
51126,TFCN_98D-9,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-325D-4,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-332P-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_342-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_86A-8,Rhodotorula sphaerocarpa,supernatant,0
51126,TFCN_3M-1-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152C-5,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_98D-7,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-337M-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-0-2E333-5,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_0520-4-2-1,Rhodotorula taiwanensis,supernatant,0
51126,TFCN_48A-2,Rhodotorula paludigena,supernatant,0
51126,TFCN_1A-1-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152A-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152A-5,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_186DK3-2,Rhodotorula sp_clade_XI,supernatant,0
51126,TFCN_102D-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-327D-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-334Y-5,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-334C-1,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3238,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3444,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3775,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3983,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_7-9-3,Rhodotorula diobovata,supernatant,0
51126,DBVPG_4378,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4618,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_106A-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-0-2E337-3,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3239,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3538,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3776,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3984,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4379,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-395P-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-332D-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-333P-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_181A-1,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3768,Rhodotorula dairenensis,supernatant,0
51126,DBVPG_3777,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3985,Rhodotorula glutinis,supernatant,0
51126,DBVPG_4380,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4669,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152A-12,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-332M-1,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3381,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3769,Rhodotorula dairenensis,supernatant,0
51126,DBVPG_4201,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4408,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4920,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-332M-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_134A-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_102D-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_209-6-14,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3044,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3382,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3770,Rhodotorula dairenensis,supernatant,0
51126,DBVPG_3854,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4202,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4466,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4945,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-332C-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_4M-1-2,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3045,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3383,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3855,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4203,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4530,Rhodotorula taiwanensis,supernatant,0
51126,DBVPG_4946,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-0-2E333-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-0-2E334-1,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3090,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_209-6-11,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3384,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3772,Rhodotorula dairenensis,supernatant,0
51126,DBVPG_3856,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4304,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4531,Rhodotorula taiwanensis,supernatant,0
51126,DBVPG_4947,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-334Y-6,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3235,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3442,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3773,Rhodotorula dairenensis,supernatant,0
51126,DBVPG_3857,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4376,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4534,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4949,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_209-6-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_209-6-12,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3237,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3443,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3774,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-337P-5,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3858,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_5227,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6091,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6739,Rhodotorula toruloides,supernatant,0
51126,DBVPG_7947,Rhodotorula sp_clade_XIII,supernatant,0
51126,DBVPG_3236,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_137C-3,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_7316,Rhodotorula paludigena,supernatant,0
51126,DBVPG_4956,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_5228,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6093,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6742,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_8043,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_3445,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_212C-2,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4957,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_5229,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6094,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6743,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_8058,Rhodotorula sp_clade_I,supernatant,0
51126,DBVPG_3446,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_10842,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-0-2E390-1,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4958,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_5235,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6121,Rhodotorula toruloides,supernatant,0
51126,DBVPG_6803,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_10075,Cystobasidium sp.,supernatant,0
51126,DBVPG_3778,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_10882,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_1A-1-3,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4962,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_5236,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6195,Rhodotorula diobovata,supernatant,0
51126,DBVPG_7019,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_10753,Rhodotorula kratochvilovae,supernatant,0
51126,DBVPG_3780,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_10886,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4963,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-332D-2,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_5757,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6202,Rhodotorula diobovata,supernatant,0
51126,DBVPG_7021,Rhodotorula graminis,supernatant,0
51126,DBVPG_10780,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6083,Rhodotorula graminis,supernatant,63536
51126,DBVPG_10937,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_4964,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_5758,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_98A-5,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_2M-1-4,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6593,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_7323,Rhodotorula paludigena,supernatant,0
51126,DBVPG_10348,Rhodotorula sp_clade_XI,supernatant,0
51126,DBVPG_6092,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-333M-1,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_5225,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_5759,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6649,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_340-3,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_7539,Rhodotorula kratochvilovae,supernatant,0
51126,DBVPG_10383,Rhodotorula kratochvilovae,supernatant,0
51126,DBVPG_6740,Pseudomicrostroma phylloplanum,supernatant,0
51126,DBVPG_5226,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6081,Rhodotorula glutinis,supernatant,0
51126,DBVPG_10619,Rhodotorula mucilaginosa,supernatant,0
51126,DBVPG_6741,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_100D-1,Rhodotorula mucilaginosa,supernatant,0
51126,NRRL_Y-2474,Rhodotorula graminis,supernatant,0
51126,NRRL_Y-2504,Rhodotorula dairenensis,supernatant,0
51126,NRRL_Y-2510,Rhodotorula mucilaginosa,supernatant,0
51126,NRRL_Y-7192,Rhodotorula sphaerocarpa,supernatant,0
51126,NRRL_Y-12923,Rhodotorula paludigena,supernatant,0
51126,NRRL_Y-17376,Rhodotorula araucariae,supernatant,38577
51126,TFCN_340-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-267M-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_48A-15,Rhodotorula paludigena,supernatant,0
51126,TFCN_25-332C-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-334Y-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_102C-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_270H-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_107C-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_33A-4,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152D-4,Rhodotorula toruloides,supernatant,0
51126,TFCN_7-9-2,Rhodotorula diobovata,supernatant,0
51126,TFCN_17Y-278-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_43A-4,Rhodotorula paludigena,supernatant,0
51126,TFCN_25-331D-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-333C-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_270H-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_105A-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_118C-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-334D-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_1A-14,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_211A-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-0-2E390-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_172A-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_22C-4,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_98D-11,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-332Y-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-333Y-9,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-334Y-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-325Y-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152A-6,Rhodotorula toruloides,supernatant,0
51126,TFCN_17-338D-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-0-2E390-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_140A-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_209-6-5,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-333P-6,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-325D-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-325P-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-329Y-4,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_7W-292-3,Rhodotorula dairenensis,supernatant,0
51126,TFCN_89D-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_209-6-17,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_137D-4,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-337Y-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_209-6-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-332P-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_98C-7,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_107A-6,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_1B-1-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_98C-5,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152A-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-333Y-10,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152C-3,Rhodotorula toruloides,supernatant,0
51126,TFCN_4M-1-5,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-390M-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-335P-1,Rhodotorula diobovata,supernatant,0
51126,TFCN_S22D-1,Rhodotorula taiwanensis,supernatant,0
51126,TFCN_48D-10,Rhodotorula paludigena,supernatant,0
51126,TFCN_86A-3,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152A-4,Rhodotorula toruloides,supernatant,0
51126,TFCN_17-332P-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_4M-1-4,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_102C-1,Rhodotorula mucilaginosa,supernatant,0
51152,TFCN_17-291Y-1,Rhodotorula mucilaginosa,cell,38055
51152,TFCN_86C-9,Rhodotorula sphaerocarpa,cell,626350
51152,TFCN_404D-1,Rhodotorula mucilaginosa,cell,0
51152,TFCN_213-6-2,Rhodotorula mucilaginosa,cell,68121
51152,TFCN_152C-6,Rhodotorula taiwanensis,cell,229037
51152,TFCN_273H-1,Rhodotorula mucilaginosa,cell,37341
51152,TFCN_209-6-4,Rhodotorula mucilaginosa,cell,0
51152,TFCN_25-332M-2,Rhodotorula mucilaginosa,cell,0
51152,TFCN_98C-8,Rhodotorula mucilaginosa,cell,37263
51152,TFCN_25-335C-1,Rhodotorula diobovata,cell,199067
51152,TFCN_54D-2,Rhodotorula mucilaginosa,cell,43117
51152,TFCN_152D-6,Rhodotorula toruloides,cell,0
51152,TFCN_25-0-2E332-1,Rhodotorula mucilaginosa,cell,60405
51152,TFCN_25-0-2E333-9,Rhodotorula mucilaginosa,cell,0
51152,TFCN_17-0-2E334-10,Rhodotorula mucilaginosa,cell,69146
51152,TFCN_357-1,Rhodotorula taiwanensis,cell,83748
51152,TFCN_17-328C-3,Rhodotorula sp_clade_I,cell,0
51152,TFCN_4M-1-3,Rhodotorula mucilaginosa,cell,43555
51152,TFCN_17-334Y-6,Rhodotorula diobovata,cell,0
51152,TFCN_25-333P-5,Rhodotorula paludigena,cell,0
51152,TFCN_222A-2,Rhodotorula sp_clade_I,cell,0
51152,TFCN_25-333Y-2,Rhodotorula sp_clade_I,cell,0
51152,TFCN_98A-10,Rhodotorula mucilaginosa,cell,0
51152,TFCN_17-334D-6,Rhodotorula mucilaginosa,cell,0
51152,TFCN_17-0-2E334-4,Rhodotorula mucilaginosa,cell,0
51152,TFCN_363-1-2,Rhodotorula mucilaginosa,cell,0
51152,TFCN_25-0-2E333-7,Rhodotorula mucilaginosa,cell,30063
51152,TFCN_141C-2,Rhodotorula mucilaginosa,cell,0
51152,TFCN_25-335Y-1,Rhodotorula mucilaginosa,cell,78313
51152,TFCN_213-6-4,Rhodotorula mucilaginosa,cell,51321
51152,TFCN_98C-3,Rhodotorula mucilaginosa,cell,87623
51152,TFCN_17-333D-2,Rhodotorula mucilaginosa,cell,0
51152,TFCN_17-332C-2,Rhodotorula mucilaginosa,cell,0
51152,TFCN_86A-6,Rhodotorula sphaerocarpa,cell,51764
51152,TFCN_0520-4-2-2,Rhodotorula taiwanensis,cell,241276
51152,TFCN_25-333D-5,Rhodotorula sp_clade_I,cell,127189
51152,TFCN_130D-4,Rhodotorula mucilaginosa,cell,0
51152,TFCN_152C-2,Rhodotorula toruloides,cell,0
51152,TFCN_98D-9,Rhodotorula mucilaginosa,cell,36590
51152,TFCN_17-325D-4,Rhodotorula mucilaginosa,cell,0
51152,TFCN_17-332P-2,Rhodotorula mucilaginosa,cell,42109
51152,TFCN_342-3,Rhodotorula mucilaginosa,cell,48523
51152,TFCN_86A-8,Rhodotorula sphaerocarpa,cell,72729
51152,TFCN_3M-1-1,Rhodotorula mucilaginosa,cell,47262
51152,TFCN_152C-5,Rhodotorula mucilaginosa,cell,44048
51152,TFCN_98D-7,Rhodotorula mucilaginosa,cell,0
51152,TFCN_25-337M-3,Rhodotorula mucilaginosa,cell,73238
51152,TFCN_25-0-2E333-5,Rhodotorula mucilaginosa,cell,31790
51152,TFCN_0520-4-2-1,Rhodotorula taiwanensis,cell,395486
51152,TFCN_48A-2,Rhodotorula paludigena,cell,41092
51152,TFCN_1A-1-2,Rhodotorula mucilaginosa,cell,35338
51152,TFCN_152A-1,Rhodotorula mucilaginosa,cell,42171
51152,TFCN_152A-5,Rhodotorula mucilaginosa,cell,49052
51152,TFCN_186DK3-2,Rhodotorula sp_clade_XI,cell,52422
51152,TFCN_102D-2,Rhodotorula mucilaginosa,cell,0
51152,TFCN_25-327D-1,Rhodotorula mucilaginosa,cell,33398
51152,TFCN_17-334Y-5,Rhodotorula mucilaginosa,cell,0
51152,TFCN_17-334C-1,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_3238,Rhodotorula mucilaginosa,cell,90330
51152,DBVPG_3444,Rhodotorula mucilaginosa,cell,38475
51152,DBVPG_3775,Rhodotorula mucilaginosa,cell,217154
51152,DBVPG_3983,Rhodotorula mucilaginosa,cell,36199
51152,TFCN_7-9-3,Rhodotorula diobovata,cell,554759
51152,DBVPG_4378,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_4618,Rhodotorula mucilaginosa,cell,34185
51152,TFCN_106A-1,Rhodotorula mucilaginosa,cell,52604
51152,TFCN_17-0-2E337-3,Rhodotorula mucilaginosa,cell,53140
51152,DBVPG_3239,Rhodotorula mucilaginosa,cell,80064
51152,DBVPG_3538,Rhodotorula mucilaginosa,cell,63647
51152,DBVPG_3776,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_3984,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_4379,Rhodotorula mucilaginosa,cell,0
51152,TFCN_25-395P-1,Rhodotorula mucilaginosa,cell,58455
51152,TFCN_25-332D-1,Rhodotorula mucilaginosa,cell,0
51152,TFCN_25-333P-2,Rhodotorula mucilaginosa,cell,0
51152,TFCN_181A-1,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_3768,Rhodotorula dairenensis,cell,197545
51152,DBVPG_3777,Rhodotorula mucilaginosa,cell,397993
51152,DBVPG_3985,Rhodotorula glutinis,cell,57119
51152,DBVPG_4380,Rhodotorula mucilaginosa,cell,39822
51152,DBVPG_4669,Rhodotorula mucilaginosa,cell,0
51152,TFCN_152A-12,Rhodotorula mucilaginosa,cell,52722
51152,TFCN_17-332M-1,Rhodotorula mucilaginosa,cell,50703
51152,DBVPG_3381,Rhodotorula mucilaginosa,cell,351819
51152,DBVPG_3769,Rhodotorula dairenensis,cell,0
51152,DBVPG_4201,Rhodotorula mucilaginosa,cell,52969
51152,DBVPG_4408,Rhodotorula mucilaginosa,cell,44148
51152,DBVPG_4920,Rhodotorula mucilaginosa,cell,104037
51152,TFCN_17-332M-2,Rhodotorula mucilaginosa,cell,90747
51152,TFCN_134A-3,Rhodotorula mucilaginosa,cell,80553
51152,TFCN_102D-1,Rhodotorula mucilaginosa,cell,0
51152,TFCN_209-6-14,Rhodotorula mucilaginosa,cell,76763
51152,DBVPG_3044,Rhodotorula mucilaginosa,cell,60036
51152,DBVPG_3382,Rhodotorula mucilaginosa,cell,302392
51152,DBVPG_3854,Rhodotorula mucilaginosa,cell,118390
51152,DBVPG_4202,Rhodotorula mucilaginosa,cell,57527
51152,DBVPG_4466,Rhodotorula mucilaginosa,cell,171738
51152,DBVPG_4945,Rhodotorula mucilaginosa,cell,0
51152,TFCN_17-332C-1,Rhodotorula mucilaginosa,cell,75162
51152,TFCN_4M-1-2,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_3045,Rhodotorula mucilaginosa,cell,52297
51152,DBVPG_3383,Rhodotorula mucilaginosa,cell,1060967
51152,DBVPG_3855,Rhodotorula mucilaginosa,cell,114824
51152,DBVPG_4203,Rhodotorula mucilaginosa,cell,65346
51152,DBVPG_4530,Rhodotorula taiwanensis,cell,276144
51152,DBVPG_4946,Rhodotorula mucilaginosa,cell,65815
51152,TFCN_25-0-2E333-1,Rhodotorula mucilaginosa,cell,85503
51152,TFCN_25-0-2E334-1,Rhodotorula mucilaginosa,cell,36279
51152,DBVPG_3090,Rhodotorula mucilaginosa,cell,51305
51152,TFCN_209-6-11,Rhodotorula mucilaginosa,cell,50597
51152,DBVPG_3384,Rhodotorula mucilaginosa,cell,952643
51152,DBVPG_3772,Rhodotorula dairenensis,cell,360606
51152,DBVPG_3856,Rhodotorula mucilaginosa,cell,75404
51152,DBVPG_4304,Rhodotorula mucilaginosa,cell,47200
51152,DBVPG_4531,Rhodotorula taiwanensis,cell,0
51152,DBVPG_4947,Rhodotorula mucilaginosa,cell,0
51152,TFCN_25-334Y-6,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_3235,Rhodotorula mucilaginosa,cell,87604
51152,DBVPG_3442,Rhodotorula mucilaginosa,cell,42237
51152,DBVPG_3773,Rhodotorula dairenensis,cell,0
51152,DBVPG_3857,Rhodotorula mucilaginosa,cell,112818
51152,DBVPG_4376,Rhodotorula mucilaginosa,cell,177925
51152,DBVPG_4534,Rhodotorula mucilaginosa,cell,59215
51152,DBVPG_4949,Rhodotorula mucilaginosa,cell,68434
51152,TFCN_209-6-1,Rhodotorula mucilaginosa,cell,58080
51152,TFCN_209-6-12,Rhodotorula mucilaginosa,cell,46722
51152,DBVPG_3237,Rhodotorula mucilaginosa,cell,612086
51152,DBVPG_3443,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_3774,Rhodotorula mucilaginosa,cell,203088
51152,TFCN_17-337P-5,Rhodotorula mucilaginosa,cell,41634
51152,DBVPG_3858,Rhodotorula mucilaginosa,cell,102780
51152,DBVPG_5227,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_6091,Rhodotorula mucilaginosa,cell,95014
51152,DBVPG_6739,Rhodotorula toruloides,cell,0
51152,DBVPG_7947,Rhodotorula sp_clade_XIII,cell,0
51152,DBVPG_3236,Rhodotorula mucilaginosa,cell,0
51152,TFCN_137C-3,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_7316,Rhodotorula paludigena,cell,251733
51152,DBVPG_4956,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_5228,Rhodotorula mucilaginosa,cell,62000
51152,DBVPG_6093,Rhodotorula mucilaginosa,cell,63378
51152,DBVPG_6742,Rhodotorula mucilaginosa,cell,51630
51152,DBVPG_8043,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_3445,Rhodotorula mucilaginosa,cell,43098
51152,TFCN_212C-2,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_4957,Rhodotorula mucilaginosa,cell,43416
51152,DBVPG_5229,Rhodotorula mucilaginosa,cell,197042
51152,DBVPG_6094,Rhodotorula mucilaginosa,cell,43970
51152,DBVPG_6743,Rhodotorula mucilaginosa,cell,0
51152,DBVPG_8058,Rhodotorula sp_clade_I,cell,39303
51152,DBVPG_3446,Rhodotorula mucilaginosa,cell,50853
51152,DBVPG_10842,Rhodotorula mucilaginosa,cell,75686
51152,TFCN_25-0-2E390-1,Rhodotorula mucilaginosa,cell,80262
51152,DBVPG_4958,Rhodotorula mucilaginosa,cell,70887
51152,DBVPG_5235,Rhodotorula mucilaginosa,cell,96598
