compound,amino_acid,acyl_n,category,formula,adduct,target_mz,row_id,observed_mz,ppm_error,rt_min,has_ms2,is_isf,is_default_adduct,total_scans,dedup_group_id,is_group_representative,sirius_npc_class,sirius_structure_name,sirius_formula
N-C5:0-phenylalanine,phenylalanine,5,short_medium_chain,C14H19N1O3,[M+NH4]+,267.1703190304,51287,267.1693,-3.8141602093283775,3.942,True,False,True,23,asid_51287,True,Dipeptides,2-[(2-amino-1-hydroxy-4-methylpentylidene)amino]-3-methylpentanoic acid,C14H22N2O3
N-C5:0-phenylalanine,phenylalanine,5,short_medium_chain,C14H19N1O3,[M+NH4]+,267.1703190304,52530,267.1692,-4.1884532834791885,4.15561,True,False,True,7,asid_52530,True,,,
N-C7:0-histidine,histidine,7,short_medium_chain,C13H21N3O3,[M+H]+,268.1655680037,5571,268.1649,-2.491012194393745,0.788,True,False,False,91,asid_5571,False,Dipeptides,"Acetylprolyl-alpha,beta-dehydrovaline methylamide",C13H21N3O3
N-C7:0-histidine,histidine,7,short_medium_chain,C13H21N3O3,[M+H]+,268.1655680037,12007,268.1695,14.662569580786093,1.225,True,False,True,29,asid_12007,True,,,
N-C4:0-tyrosine,tyrosine,4,short_medium_chain,C13H17N1O4,[M+NH4]+,269.1495835887,22560,269.1489,-2.5398096139350423,0.541231,True,False,False,19,asid_25883,False,Aminoacids,"4-(carboxylatomethyl)-3-{[5-(methoxymethyl)-1,2-oxazol-3-yl]methyl}piperidin-1-ium",C13H20N2O4
N-C4:0-tyrosine,tyrosine,4,short_medium_chain,C13H17N1O4,[M+NH4]+,269.1495835887,32584,269.149,-2.1682690057663425,0.798341,True,False,True,22,asid_32584,True,Aminoacids,2-Methoxyethyl N-(5-amino-2-methoxyphenyl)-beta-alaninate,C13H20N2O4
N-C10:0-proline,proline,10,short_medium_chain,C15H27N1O3,[M+H]+,270.2063701847,42052,270.2054,-3.590532300721063,3.557363,True,False,True,7,asid_42052,True,,,
N-C6:0-histidine,histidine,6,short_medium_chain,C12H19N3O3,[M+NH4]+,271.1764670408,20249,271.1756,-3.1973305408047916,1.104,True,False,True,37,asid_20249,True,,,
N-C9:0-asparagine,asparagine,9,short_medium_chain,C13H24N2O4,[M+H]+,273.1808837163,14295,273.1843,12.505573792466324,4.563888,True,True,True,12,asid_235,False,,,
N-C8:0-glutamine,glutamine,8,short_medium_chain,C13H24N2O4,[M+H]+,273.1808837163,14295,273.1843,12.505573792466324,4.563888,True,True,True,12,asid_235,False,,,
N-C4:0-tyrosine,tyrosine,4,short_medium_chain,C13H17N1O4,[M+Na]+,274.1049787359,22387,274.1064,5.18510866378929,3.84886,True,False,True,10,asid_22387,False,,,
N-C10:0-threonine,threonine,10,short_medium_chain,C14H27N1O4,[M+H]+,274.2012848068,9355,274.2006,-2.4974602160522146,2.049582,True,False,True,10,asid_9355,True,Fatty acyl carnitines,3-Methylhexanoylcarnitine,C14H27NO4
N-C10:0-homoserine,homoserine,10,short_medium_chain,C14H27N1O4,[M+H]+,274.2012848068,9355,274.2006,-2.4974602160522146,2.049582,True,False,True,10,asid_9355,True,Fatty acyl carnitines,3-Methylhexanoylcarnitine,C14H27NO4
N-C11:0-serine,serine,11,short_medium_chain,C14H27N1O4,[M+H]+,274.2012848068,9355,274.2006,-2.4974602160522146,2.049582,True,False,True,10,asid_9355,True,Fatty acyl carnitines,3-Methylhexanoylcarnitine,C14H27NO4
N-C4:0-tryptophan,tryptophan,4,short_medium_chain,C15H18N2O3,[M+H]+,275.1390189028,13367,275.1385,-1.885965872950237,1.216,True,False,True,24,asid_13367,True,Dipeptides,"6-cyclopropanecarbonyl-4-(propan-2-yl)-octahydropyrrolo[3,4-b][1,4]oxazin-3-one",C15H18N2O3
N-C4:0-tryptophan,tryptophan,4,short_medium_chain,C15H18N2O3,[M+H]+,275.1390189028,18457,275.1385,-1.885965872950237,2.203101,True,False,True,6,asid_18457,True,,,
N-C6:0-histidine,histidine,6,short_medium_chain,C12H19N3O3,[M+Na]+,276.13186218799996,6085,276.1338,7.017705181489434,0.897183,True,False,False,50,asid_5666,True,Dipeptides,,C11H18FN3O4
N-C10:0-cysteine,cysteine,10,short_medium_chain,C13H25N1O3S1,[M+H]+,276.1627908109,20222,276.1585,-15.537252094639598,5.071,True,False,True,6,asid_20222,True,Simple indole alkaloids,"2-Methyl-7-(1-oxobutyl)-4-propyl-2H-1,4-benzoxazin-3(4H)-one",C16H21NO3
N-C8:0-methionine,methionine,8,short_medium_chain,C13H25N1O3S1,[M+H]+,276.1627908109,20222,276.1585,-15.537252094639598,5.071,True,False,True,6,asid_20222,True,Simple indole alkaloids,"2-Methyl-7-(1-oxobutyl)-4-propyl-2H-1,4-benzoxazin-3(4H)-one",C16H21NO3
N-C8:0-aspartate,aspartate,8,short_medium_chain,C12H21N1O5,[M+NH4]+,277.1757983384,974,277.1793,12.633359842394883,5.193,True,False,False,32,asid_974,True,,,
N-C8:0-aspartate,aspartate,8,short_medium_chain,C12H21N1O5,[M+NH4]+,277.1757983384,8509,277.1798,14.437269141062199,4.685,True,False,True,16,asid_8509,True,,,
N-C7:0-glutamate,glutamate,7,short_medium_chain,C12H21N1O5,[M+NH4]+,277.1757983384,974,277.1793,12.633359842394883,5.193,True,False,False,32,asid_974,True,,,
N-C7:0-glutamate,glutamate,7,short_medium_chain,C12H21N1O5,[M+NH4]+,277.1757983384,8509,277.1798,14.437269141062199,4.685,True,False,True,16,asid_8509,True,,,
N-C9:0-threonine,threonine,9,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,1946,277.2153,11.241050291552446,5.022,True,False,False,67,asid_26992,False,,,
N-C9:0-threonine,threonine,9,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,8412,277.2155,11.96251930216152,3.875754,True,False,False,33,asid_3884,False,Unsaturated fatty acids,"octadeca-11,17-dien-9-ynoic acid",C18H28O2
N-C9:0-threonine,threonine,9,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,8936,277.2152,10.880315786145381,5.197802,True,True,False,45,asid_15089,False,Unsaturated fatty acids,"octadeca-11,17-dien-9-ynoic acid",C18H28O2
N-C9:0-threonine,threonine,9,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,31782,277.2154,11.601784796754455,4.774883,True,False,False,33,asid_16349,True,,,
N-C9:0-threonine,threonine,9,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,52547,277.2154,11.601784796754455,4.190023,True,False,True,30,asid_52547,True,Unsaturated fatty acids,"octadeca-4,8,12,15-tetraenoic acid",C18H28O2
N-C10:0-serine,serine,10,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,1946,277.2153,11.241050291552446,5.022,True,False,False,67,asid_26992,False,,,
N-C10:0-serine,serine,10,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,8412,277.2155,11.96251930216152,3.875754,True,False,False,33,asid_3884,False,Unsaturated fatty acids,"octadeca-11,17-dien-9-ynoic acid",C18H28O2
N-C10:0-serine,serine,10,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,8936,277.2152,10.880315786145381,5.197802,True,True,False,45,asid_15089,False,Unsaturated fatty acids,"octadeca-11,17-dien-9-ynoic acid",C18H28O2
N-C10:0-serine,serine,10,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,31782,277.2154,11.601784796754455,4.774883,True,False,False,33,asid_16349,True,,,
N-C10:0-serine,serine,10,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,52547,277.2154,11.601784796754455,4.190023,True,False,True,30,asid_52547,True,Unsaturated fatty acids,"octadeca-4,8,12,15-tetraenoic acid",C18H28O2
N-C9:0-homoserine,homoserine,9,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,1946,277.2153,11.241050291552446,5.022,True,False,False,67,asid_26992,False,,,
N-C9:0-homoserine,homoserine,9,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,8412,277.2155,11.96251930216152,3.875754,True,False,False,33,asid_3884,False,Unsaturated fatty acids,"octadeca-11,17-dien-9-ynoic acid",C18H28O2
N-C9:0-homoserine,homoserine,9,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,8936,277.2152,10.880315786145381,5.197802,True,True,False,45,asid_15089,False,Unsaturated fatty acids,"octadeca-11,17-dien-9-ynoic acid",C18H28O2
N-C9:0-homoserine,homoserine,9,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,31782,277.2154,11.601784796754455,4.774883,True,False,False,33,asid_16349,True,,,
N-C9:0-homoserine,homoserine,9,short_medium_chain,C13H25N1O4,[M+NH4]+,277.2121838439,52547,277.2154,11.601784796754455,4.190023,True,False,True,30,asid_52547,True,Unsaturated fatty acids,"octadeca-4,8,12,15-tetraenoic acid",C18H28O2
N-C9:0-cysteine,cysteine,9,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,152,279.1697,-14.291633291717702,1.285998,True,False,True,409,asid_152,True,Dipeptides,2-(2-amino-4-methylpentanamido)-3-phenylpropanoic acid,C15H22N2O3
N-C9:0-cysteine,cysteine,9,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,263,279.1695,-15.00803317903763,1.203,True,False,False,37,asid_263,True,Dipeptides,,C15H22N2O3
N-C9:0-cysteine,cysteine,9,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,277,279.1696,-14.649833235377667,1.093894,True,False,True,54,asid_277,False,Dipeptides,,C15H22N2O3
N-C9:0-cysteine,cysteine,9,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,1397,279.1696,-14.649833235377667,2.100591,True,True,True,249,asid_1508,True,,,
N-C9:0-cysteine,cysteine,9,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,1426,279.1693,-15.724433066561172,1.995039,True,True,True,255,asid_6959,True,,,
N-C9:0-cysteine,cysteine,9,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,3663,279.1698,-13.933433347854123,1.351892,True,False,True,64,asid_3663,True,Dipeptides,2-(2-amino-4-methylpentanamido)-3-phenylpropanoic acid,C15H22N2O3
N-C9:0-cysteine,cysteine,9,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,45546,279.1696,-14.649833235377667,1.281632,True,False,True,8,asid_45546,True,Dipeptides,2-(2-amino-4-methylpentanamido)-3-phenylpropanoic acid,C15H22N2O3
N-C7:0-methionine,methionine,7,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,152,279.1697,-14.291633291717702,1.285998,True,False,True,409,asid_152,True,Dipeptides,2-(2-amino-4-methylpentanamido)-3-phenylpropanoic acid,C15H22N2O3
N-C7:0-methionine,methionine,7,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,263,279.1695,-15.00803317903763,1.203,True,False,False,37,asid_263,True,Dipeptides,,C15H22N2O3
N-C7:0-methionine,methionine,7,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,277,279.1696,-14.649833235377667,1.093894,True,False,True,54,asid_277,False,Dipeptides,,C15H22N2O3
N-C7:0-methionine,methionine,7,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,1397,279.1696,-14.649833235377667,2.100591,True,True,True,249,asid_1508,True,,,
N-C7:0-methionine,methionine,7,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,1426,279.1693,-15.724433066561172,1.995039,True,True,True,255,asid_6959,True,,,
N-C7:0-methionine,methionine,7,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,3663,279.1698,-13.933433347854123,1.351892,True,False,True,64,asid_3663,True,Dipeptides,2-(2-amino-4-methylpentanamido)-3-phenylpropanoic acid,C15H22N2O3
N-C7:0-methionine,methionine,7,short_medium_chain,C12H23N1O3S1,[M+NH4]+,279.173689848,45546,279.1696,-14.649833235377667,1.281632,True,False,True,8,asid_45546,True,Dipeptides,2-(2-amino-4-methylpentanamido)-3-phenylpropanoic acid,C15H22N2O3
N-C6:0-tyrosine,tyrosine,6,short_medium_chain,C15H21N1O4,[M+H]+,280.1543346154,7534,280.1534,-3.3360733157877815,3.575091,True,False,True,23,asid_7534,True,Dipeptides,methyl (2S)-2-[(1-deuterio-2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoate,C11H17N7O2
N-C8:0-asparagine,asparagine,8,short_medium_chain,C12H22N2O4,[M+Na]+,281.1471779006,12591,281.1489,6.125259420606802,0.572701,True,False,True,37,asid_12591,True,,,
N-C8:0-asparagine,asparagine,8,short_medium_chain,C12H22N2O4,[M+Na]+,281.1471779006,17672,281.1421,-18.061360736051903,7.586213,True,False,True,12,asid_17672,True,,,
N-C8:0-asparagine,asparagine,8,short_medium_chain,C12H22N2O4,[M+Na]+,281.1471779006,29797,281.1489,6.125259420606802,1.018783,True,False,True,14,asid_29797,True,Dipeptides,2-[2-amino-3-(4-hydroxyphenyl)propanamido]-3-methylbutanoic acid,C14H20N2O4
N-C7:0-glutamine,glutamine,7,short_medium_chain,C12H22N2O4,[M+Na]+,281.1471779006,12591,281.1489,6.125259420606802,0.572701,True,False,True,37,asid_12591,True,,,
N-C7:0-glutamine,glutamine,7,short_medium_chain,C12H22N2O4,[M+Na]+,281.1471779006,17672,281.1421,-18.061360736051903,7.586213,True,False,True,12,asid_17672,True,,,
N-C7:0-glutamine,glutamine,7,short_medium_chain,C12H22N2O4,[M+Na]+,281.1471779006,29797,281.1489,6.125259420606802,1.018783,True,False,True,14,asid_29797,True,Dipeptides,2-[2-amino-3-(4-hydroxyphenyl)propanamido]-3-methylbutanoic acid,C14H20N2O4
N-C8:0-aspartate,aspartate,8,short_medium_chain,C12H21N1O5,[M+Na]+,282.13119348559997,2221,282.1351,13.846446228771201,5.448231,True,False,True,14,asid_2221,True,Carboline alkaloids,"4-N-[(3-methoxyphenyl)methyl]pyrido[4,3-d]pyrimidine-4,7-diamine",C17H17N2O2
N-C7:0-glutamate,glutamate,7,short_medium_chain,C12H21N1O5,[M+Na]+,282.13119348559997,2221,282.1351,13.846446228771201,5.448231,True,False,True,14,asid_2221,True,Carboline alkaloids,"4-N-[(3-methoxyphenyl)methyl]pyrido[4,3-d]pyrimidine-4,7-diamine",C17H17N2O2
N-C9:0-threonine,threonine,9,short_medium_chain,C13H25N1O4,[M+Na]+,282.16757899109996,8667,282.1728,18.503220386639562,1.33,True,False,True,34,asid_8667,True,,,
N-C9:0-homoserine,homoserine,9,short_medium_chain,C13H25N1O4,[M+Na]+,282.16757899109996,8667,282.1728,18.503220386639562,1.33,True,False,True,34,asid_8667,True,,,
N-C10:0-serine,serine,10,short_medium_chain,C13H25N1O4,[M+Na]+,282.16757899109996,8667,282.1728,18.503220386639562,1.33,True,False,True,34,asid_8667,True,,,
N-C5:0-tyrosine,tyrosine,5,short_medium_chain,C14H19N1O4,[M+NH4]+,283.16523365250004,18482,283.1617,-12.479118479549614,1.039514,True,False,True,32,asid_18482,True,Aminoacids,"propyl 3-(1,3,6-trimethyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-5-yl)butanoate",C14H22N2O4
N-C6:0-phenylalanine,phenylalanine,6,short_medium_chain,C15H21N1O3,[M+Na]+,286.14136424139997,10019,286.1374,-13.85413608572682,0.538559,True,False,False,37,asid_1787,False,,,
N-C6:0-phenylalanine,phenylalanine,6,short_medium_chain,C15H21N1O3,[M+Na]+,286.14136424139997,11244,286.1371,-14.902568914841623,0.802,True,False,False,30,asid_2233,False,Tripeptides,"(2S,4R)-1-((S)-1-(2-Aminoacetyl)pyrrolidine-2-carbonyl)-4-hydroxypyrrolidine-2-carboxylic acid",C12H19N3O5
N-C10:0-asparagine,asparagine,10,short_medium_chain,C14H26N2O4,[M+H]+,287.1965337801,13459,287.1957,-2.9031690914361485,2.236,True,False,True,23,asid_13459,True,,,
N-C9:0-glutamine,glutamine,9,short_medium_chain,C14H26N2O4,[M+H]+,287.1965337801,13459,287.1957,-2.9031690914361485,2.236,True,False,True,23,asid_13459,True,,,
N-C9:0-lysine,lysine,9,short_medium_chain,C15H30N2O3,[M+H]+,287.2329192856,22109,287.2323,-2.156039779667539,2.470537,True,False,True,8,asid_22109,False,,,
N-C9:0-lysine,lysine,9,short_medium_chain,C15H30N2O3,[M+H]+,287.2329192856,29191,287.2359,10.377342567173725,5.314519,True,False,True,10,asid_29191,True,,,
N-C10:0-proline,proline,10,short_medium_chain,C15H27N1O3,[M+NH4]+,287.2329192856,22109,287.2323,-2.156039779667539,2.470537,True,False,True,8,asid_22109,False,,,
N-C10:0-proline,proline,10,short_medium_chain,C15H27N1O3,[M+NH4]+,287.2329192856,29191,287.2359,10.377342567173725,5.314519,True,False,True,10,asid_29191,True,,,
N-C11:0-homoserine,homoserine,11,short_medium_chain,C15H29N1O4,[M+H]+,288.2169348706,444,288.216,-3.243635216783316,2.654824,True,False,True,65,asid_444,True,Fatty acyl carnitines,Octanoylcarnitine,C15H29NO4
N-C11:0-homoserine,homoserine,11,short_medium_chain,C15H29N1O4,[M+H]+,288.2169348706,745,288.2162,-2.5497134661532472,2.572948,True,False,True,98,asid_745,True,Fatty acyl carnitines,Octanoylcarnitine,C15H29NO4
N-C12:0-serine,serine,12,long_chain,C15H29N1O4,[M+H]+,288.2169348706,444,288.216,-3.243635216783316,2.654824,True,False,True,65,asid_444,True,Fatty acyl carnitines,Octanoylcarnitine,C15H29NO4
N-C12:0-serine,serine,12,long_chain,C15H29N1O4,[M+H]+,288.2169348706,745,288.2162,-2.5497134661532472,2.572948,True,False,True,98,asid_745,True,Fatty acyl carnitines,Octanoylcarnitine,C15H29NO4
N-C11:0-threonine,threonine,11,short_medium_chain,C15H29N1O4,[M+H]+,288.2169348706,444,288.216,-3.243635216783316,2.654824,True,False,True,65,asid_444,True,Fatty acyl carnitines,Octanoylcarnitine,C15H29NO4
N-C11:0-threonine,threonine,11,short_medium_chain,C15H29N1O4,[M+H]+,288.2169348706,745,288.2162,-2.5497134661532472,2.572948,True,False,True,98,asid_745,True,Fatty acyl carnitines,Octanoylcarnitine,C15H29NO4
N-C5:0-tryptophan,tryptophan,5,short_medium_chain,C16H20N2O3,[M+H]+,289.1546689666,9653,289.154,-2.313525153883304,2.028,True,True,True,7,asid_3987,False,,,
N-C5:0-tryptophan,tryptophan,5,short_medium_chain,C16H20N2O3,[M+H]+,289.1546689666,12145,289.1536,-3.6968678522489395,2.051839,True,False,True,8,asid_12145,True,,,
N-C5:0-tryptophan,tryptophan,5,short_medium_chain,C16H20N2O3,[M+H]+,289.1546689666,16005,289.1539,-2.6593608283764207,2.10514,True,False,True,8,asid_16005,True,,,
N-C5:0-tryptophan,tryptophan,5,short_medium_chain,C16H20N2O3,[M+H]+,289.1546689666,39576,289.1541,-1.9676894791936028,1.241211,True,False,True,17,asid_39576,True,Tripeptides,Ala Ala Gly Ala,C16H20N2O3
N-C7:0-histidine,histidine,7,short_medium_chain,C13H21N3O3,[M+Na]+,290.1475122518,16049,290.1467,-2.799444302200354,0.788,True,False,False,52,asid_5571,False,Dipeptides,Aspartylarginine,C13H21N3O3
N-C9:0-aspartate,aspartate,9,short_medium_chain,C13H23N1O5,[M+NH4]+,291.1914484022,42049,291.1946,10.823112482352338,5.071,True,False,True,10,asid_42049,True,Wax monoesters,Ethyl beta-hexyl-2-oxocyclopentanepropionate,C18H26O3
N-C8:0-glutamate,glutamate,8,short_medium_chain,C13H23N1O5,[M+NH4]+,291.1914484022,42049,291.1946,10.823112482352338,5.071,True,False,True,10,asid_42049,True,Wax monoesters,Ethyl beta-hexyl-2-oxocyclopentanepropionate,C18H26O3
N-C10:0-homoserine,homoserine,10,short_medium_chain,C14H27N1O4,[M+NH4]+,291.2278339077,11423,291.2307,9.8414092552173,5.273,True,False,True,18,asid_11423,True,Unsaturated fatty acids,"methyl octadeca-11,17-dien-9-ynoate",C19H30O2
N-C10:0-threonine,threonine,10,short_medium_chain,C14H27N1O4,[M+NH4]+,291.2278339077,11423,291.2307,9.8414092552173,5.273,True,False,True,18,asid_11423,True,Unsaturated fatty acids,"methyl octadeca-11,17-dien-9-ynoate",C19H30O2
N-C11:0-serine,serine,11,short_medium_chain,C14H27N1O4,[M+NH4]+,291.2278339077,11423,291.2307,9.8414092552173,5.273,True,False,True,18,asid_11423,True,Unsaturated fatty acids,"methyl octadeca-11,17-dien-9-ynoate",C19H30O2
N-C4:0-tryptophan,tryptophan,4,short_medium_chain,C15H18N2O3,[M+NH4]+,292.1655680037,10274,292.1689,11.404479736514197,2.557051,True,False,True,26,asid_10274,True,,,
N-C4:0-tryptophan,tryptophan,4,short_medium_chain,C15H18N2O3,[M+NH4]+,292.1655680037,11867,292.1648,-2.628659171702648,0.668,True,False,True,61,asid_11867,True,Dipeptides,(2S)-2-amino-N-[(2S)-1-oxo-1-[[(2S)-1-oxo-3-phenylpropan-2-yl]amino]propan-2-yl]propanamide,C15H21N3O3
N-C10:0-proline,proline,10,short_medium_chain,C15H27N1O3,[M+Na]+,292.1883144328,21998,292.1899,5.426525024165889,4.713918,True,False,True,30,asid_21998,True,,,
N-C8:0-phenylalanine,phenylalanine,8,short_medium_chain,C17H25N1O3,[M+H]+,292.1907201209,21998,292.1899,-2.80679995456419,4.713918,True,False,True,30,asid_21998,True,,,
N-C10:0-cysteine,cysteine,10,short_medium_chain,C13H25N1O3S1,[M+NH4]+,293.1893399118,24350,293.1851,-14.46134365356897,4.83,True,True,False,8,asid_1347,False,,,
N-C8:0-methionine,methionine,8,short_medium_chain,C13H25N1O3S1,[M+NH4]+,293.1893399118,24350,293.1851,-14.46134365356897,4.83,True,True,False,8,asid_1347,False,,,
N-C9:0-asparagine,asparagine,9,short_medium_chain,C13H24N2O4,[M+Na]+,295.1628279644,3350,295.1645,5.664790554848379,0.534218,True,False,True,22,asid_3350,True,,,
N-C9:0-asparagine,asparagine,9,short_medium_chain,C13H24N2O4,[M+Na]+,295.1628279644,4159,295.1646,6.003586604206607,0.83365,True,False,True,85,asid_4159,True,Dipeptides,,C15H22N2O4
N-C8:0-glutamine,glutamine,8,short_medium_chain,C13H24N2O4,[M+Na]+,295.1628279644,3350,295.1645,5.664790554848379,0.534218,True,False,True,22,asid_3350,True,,,
N-C8:0-glutamine,glutamine,8,short_medium_chain,C13H24N2O4,[M+Na]+,295.1628279644,4159,295.1646,6.003586604206607,0.83365,True,False,True,85,asid_4159,True,Dipeptides,,C15H22N2O4
N-C8:0-lysine,lysine,8,short_medium_chain,C14H28N2O3,[M+Na]+,295.1992134699,6705,295.2045,17.908347511777798,4.036786,True,True,False,68,asid_3434,False,,,
N-C8:0-lysine,lysine,8,short_medium_chain,C14H28N2O3,[M+Na]+,295.1992134699,41858,295.2009,5.713193067801289,4.8,True,False,True,6,asid_41858,True,,,
N-C8:0-lysine,lysine,8,short_medium_chain,C14H28N2O3,[M+Na]+,295.1992134699,52765,295.2008,5.374438777776413,4.726258,True,False,True,6,asid_52765,True,,,
N-C7:0-phenylalanine,phenylalanine,7,short_medium_chain,C16H23N1O3,[M+NH4]+,295.201619158,6705,295.2045,9.758896337305782,4.036786,True,True,False,68,asid_3434,False,,,
N-C7:0-phenylalanine,phenylalanine,7,short_medium_chain,C16H23N1O3,[M+NH4]+,295.201619158,41858,295.2009,-2.4361587246347898,4.8,True,False,True,6,asid_41858,True,,,
N-C7:0-phenylalanine,phenylalanine,7,short_medium_chain,C16H23N1O3,[M+NH4]+,295.201619158,52765,295.2008,-2.774910254047557,4.726258,True,False,True,6,asid_52765,True,,,
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+H]+,296.1968681313,30566,296.1962,-2.2557000829631346,1.1705,True,True,True,20,asid_3131,False,Dipeptides,Cyclo(L-Pro-L-Val-L-Val),C15H25N3O3
N-C4:0-tryptophan,tryptophan,4,short_medium_chain,C15H18N2O3,[M+Na]+,297.12096315089997,4341,297.1261,17.28874679714685,1.00122,True,False,True,22,asid_4341,True,,,
N-C4:0-tryptophan,tryptophan,4,short_medium_chain,C15H18N2O3,[M+Na]+,297.12096315089997,4646,297.1262,17.625310057155232,1.109784,True,False,False,27,asid_6377,False,,,
N-C4:0-tryptophan,tryptophan,4,short_medium_chain,C15H18N2O3,[M+Na]+,297.12096315089997,5105,297.1262,17.625310057155232,0.837347,True,False,True,18,asid_5105,True,,,
N-C4:0-tryptophan,tryptophan,4,short_medium_chain,C15H18N2O3,[M+Na]+,297.12096315089997,6471,297.1263,17.961873317354932,0.911822,True,False,True,22,asid_6471,True,,,
N-C4:0-tryptophan,tryptophan,4,short_medium_chain,C15H18N2O3,[M+Na]+,297.12096315089997,8566,297.1171,-13.00194661126031,7.601108,True,False,False,16,asid_22139,False,,,
N-C6:0-tyrosine,tyrosine,6,short_medium_chain,C15H21N1O4,[M+NH4]+,297.1808837163,17024,297.1802,-2.3006738907249065,1.523073,True,False,True,22,asid_17024,True,Aminoacids,"3,3-dipentyl-1-(2,2,2-trifluoroacetyl)urea",C12H28N2O4S
N-C6:0-tyrosine,tyrosine,6,short_medium_chain,C15H21N1O4,[M+NH4]+,297.1808837163,45785,297.18,-2.9736646884693765,1.433613,True,False,True,9,asid_45785,True,,,
N-C10:0-cysteine,cysteine,10,short_medium_chain,C13H25N1O3S1,[M+Na]+,298.14473505899997,44903,298.1426,-7.161149431438881,3.922,True,False,True,9,asid_44903,True,,,
N-C8:0-methionine,methionine,8,short_medium_chain,C13H25N1O3S1,[M+Na]+,298.14473505899997,44903,298.1426,-7.161149431438881,3.922,True,False,True,9,asid_44903,True,,,
N-C7:0-phenylalanine,phenylalanine,7,short_medium_chain,C16H23N1O3,[M+Na]+,300.1570143052,35401,300.1582,3.950248515008875,3.975756,True,True,True,12,asid_8483,False,,,
N-C8:0-arginine,arginine,8,short_medium_chain,C14H28N4O3,[M+H]+,301.2234172322,25482,301.2225,-3.0450228883574644,2.125271,True,False,True,9,asid_25482,True,,,
N-C6:0-tyrosine,tyrosine,6,short_medium_chain,C15H21N1O4,[M+Na]+,302.13627886349997,33916,302.1411,15.956827555307024,4.911,True,False,True,14,asid_33916,True,,,
N-C10:0-glutamate,glutamate,10,short_medium_chain,C15H27N1O5,[M+H]+,302.1961994289,33440,302.1954,-2.6453969358518656,0.556406,True,True,True,18,asid_10211,False,,,
N-C10:0-glutamate,glutamate,10,short_medium_chain,C15H27N1O5,[M+H]+,302.1961994289,47342,302.1956,-1.9835752439027092,0.847096,True,False,True,27,asid_47342,True,,,
N-C11:0-aspartate,aspartate,11,short_medium_chain,C15H27N1O5,[M+H]+,302.1961994289,33440,302.1954,-2.6453969358518656,0.556406,True,True,True,18,asid_10211,False,,,
N-C11:0-aspartate,aspartate,11,short_medium_chain,C15H27N1O5,[M+H]+,302.1961994289,47342,302.1956,-1.9835752439027092,0.847096,True,False,True,27,asid_47342,True,,,
N-C13:0-serine,serine,13,long_chain,C16H31N1O4,[M+H]+,302.2325849344,33357,302.2316,-3.258862376451422,3.167404,True,False,True,11,asid_33357,True,,,
N-C12:0-threonine,threonine,12,long_chain,C16H31N1O4,[M+H]+,302.2325849344,33357,302.2316,-3.258862376451422,3.167404,True,False,True,11,asid_33357,True,,,
N-C12:0-homoserine,homoserine,12,long_chain,C16H31N1O4,[M+H]+,302.2325849344,33357,302.2316,-3.258862376451422,3.167404,True,False,True,11,asid_33357,True,,,
N-C6:0-tryptophan,tryptophan,6,short_medium_chain,C17H22N2O3,[M+H]+,303.17031903040004,3664,303.1654,-16.22530337333951,0.583748,True,True,False,54,asid_46105,False,,,
