species_prefix,protein_id,pfam_acc,full_seq_e_value,LOCUSTAG,GENUS,SPECIES,STRAIN
TFCN212C2,TFCN212C2_001329-T1,PF00743.26,1.1e-36,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2
TFCN212C2,TFCN212C2_001328-T1,PF00743.26,1.6e-35,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2
TFCN212C2,TFCN212C2_001328-T1,PF00743.26,1.6e-35,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2
TFCN212C2,TFCN212C2_001237-T1,PF00743.26,2.4e-34,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2
TFCN212C2,TFCN212C2_003407-T1,PF00743.26,3.4e-22,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2
TFCN212C2,TFCN212C2_003723-T1,PF00743.26,4.1e-17,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2
TFCN212C2,TFCN212C2_006434-T1,PF00743.26,3.2e-16,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2
TFCN212C2,TFCN212C2_005311-T1,PF00743.26,7.1e-15,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2
TFCN212C2,TFCN212C2_001741-T1,PF00743.26,7.6e-14,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2
TFCN212C2,TFCN212C2_006653-T1,PF00743.26,4e-10,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2
TFCN212C2,TFCN212C2_005310-T1,PF00743.26,5.1e-09,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2
DBVPG5226,DBVPG5226_005288-T1,PF00743.26,1.3e-36,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_005288-T1,PF00743.26,1.3e-36,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_005288-T1,PF00743.26,1.3e-36,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_005287-T1,PF00743.26,1.8e-35,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_005287-T1,PF00743.26,1.8e-35,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_002547-T1,PF00743.26,2.7e-34,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_004007-T1,PF00743.26,2.9e-22,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_003542-T1,PF00743.26,4.7e-17,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_000016-T1,PF00743.26,3.8e-16,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_003435-T1,PF00743.26,7.1e-15,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_000242-T1,PF00743.26,8.5e-14,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_003434-T1,PF00743.26,2.4e-12,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG5226,DBVPG5226_007396-T1,PF00743.26,4.4e-10,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226
DBVPG3769,DBVPG3769_004529-T1,PF00743.26,1.4e-36,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
DBVPG3769,DBVPG3769_004529-T1,PF00743.26,1.4e-36,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
DBVPG3769,DBVPG3769_004529-T1,PF00743.26,1.4e-36,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
DBVPG3769,DBVPG3769_002860-T1,PF00743.26,4.8e-35,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
DBVPG3769,DBVPG3769_004528-T1,PF00743.26,1.1e-30,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
DBVPG3769,DBVPG3769_004528-T1,PF00743.26,1.1e-30,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
DBVPG3769,DBVPG3769_004638-T1,PF00743.26,1.2e-22,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
DBVPG3769,DBVPG3769_004816-T1,PF00743.26,5.1e-19,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
DBVPG3769,DBVPG3769_002279-T1,PF00743.26,2.6e-15,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
DBVPG3769,DBVPG3769_006147-T1,PF00743.26,3.5e-15,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
DBVPG3769,DBVPG3769_005486-T1,PF00743.26,2.9e-14,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
DBVPG3769,DBVPG3769_005484-T1,PF00743.26,1.3e-06,DBVPG3769,Rhodotorula,Rhodotorula dairenensis,DBVPG 3769
TFCN25335Y1,TFCN25335Y1_002710-T1,PF00743.26,1.1e-36,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_002710-T1,PF00743.26,1.1e-36,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_002710-T1,PF00743.26,1.1e-36,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_002709-T1,PF00743.26,1.6e-35,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_002709-T1,PF00743.26,1.6e-35,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_001238-T1,PF00743.26,2.4e-34,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_004562-T1,PF00743.26,3.2e-27,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_004562-T1,PF00743.26,3.2e-27,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_001654-T1,PF00743.26,3.4e-22,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_004063-T1,PF00743.26,4.1e-17,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_006229-T1,PF00743.26,3.4e-16,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_000463-T1,PF00743.26,4.2e-11,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
TFCN25335Y1,TFCN25335Y1_006176-T1,PF00743.26,3.9e-10,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1
OM449,OM449_002239-T1,PF00743.26,3.6e-40,OM449,Rhodotorula,Rhodotorula araucariae,NRRL Y-17376
OM449,OM449_002239-T1,PF00743.26,3.6e-40,OM449,Rhodotorula,Rhodotorula araucariae,NRRL Y-17376
OM449,OM449_002361-T1,PF00743.26,1.1e-35,OM449,Rhodotorula,Rhodotorula araucariae,NRRL Y-17376
OM449,OM449_002361-T1,PF00743.26,1.1e-35,OM449,Rhodotorula,Rhodotorula araucariae,NRRL Y-17376
OM449,OM449_006313-T1,PF00743.26,7.1e-20,OM449,Rhodotorula,Rhodotorula araucariae,NRRL Y-17376
OM449,OM449_002959-T1,PF00743.26,2.3e-13,OM449,Rhodotorula,Rhodotorula araucariae,NRRL Y-17376
OM449,OM449_005306-T1,PF00743.26,7.6e-13,OM449,Rhodotorula,Rhodotorula araucariae,NRRL Y-17376
OM449,OM449_005664-T1,PF00743.26,2.1e-12,OM449,Rhodotorula,Rhodotorula araucariae,NRRL Y-17376
OM449,OM449_006888-T1,PF00743.26,8.9e-11,OM449,Rhodotorula,Rhodotorula araucariae,NRRL Y-17376
OM449,OM449_005557-T1,PF00743.26,1.7e-06,OM449,Rhodotorula,Rhodotorula araucariae,NRRL Y-17376
TFCN1702E3344,TFCN1702E3344_007044-T1,PF00743.26,1.3e-36,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_007044-T1,PF00743.26,1.3e-36,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_007044-T1,PF00743.26,1.3e-36,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_007043-T1,PF00743.26,1.8e-35,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_007043-T1,PF00743.26,1.8e-35,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_006945-T1,PF00743.26,2.7e-34,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_005131-T1,PF00743.26,3.4e-22,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_006756-T1,PF00743.26,3.6e-16,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_000593-T1,PF00743.26,7e-15,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_002137-T1,PF00743.26,8.5e-14,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_000594-T1,PF00743.26,1.5e-12,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_001146-T1,PF00743.26,9.1e-10,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
TFCN1702E3344,TFCN1702E3344_004454-T1,PF00743.26,1.5e-09,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4
DBVPG7947,DBVPG7947_000964-T1,PF00743.26,8e-38,DBVPG7947,Rhodotorula,Rhodotorula sp. clade XIII,DBVPG 7947
DBVPG7947,DBVPG7947_000964-T1,PF00743.26,8e-38,DBVPG7947,Rhodotorula,Rhodotorula sp. clade XIII,DBVPG 7947
DBVPG7947,DBVPG7947_000817-T1,PF00743.26,1.3e-27,DBVPG7947,Rhodotorula,Rhodotorula sp. clade XIII,DBVPG 7947
DBVPG7947,DBVPG7947_000817-T1,PF00743.26,1.3e-27,DBVPG7947,Rhodotorula,Rhodotorula sp. clade XIII,DBVPG 7947
DBVPG7947,DBVPG7947_005194-T1,PF00743.26,1.1e-18,DBVPG7947,Rhodotorula,Rhodotorula sp. clade XIII,DBVPG 7947
DBVPG7947,DBVPG7947_002863-T1,PF00743.26,1e-16,DBVPG7947,Rhodotorula,Rhodotorula sp. clade XIII,DBVPG 7947
DBVPG7947,DBVPG7947_006824-T1,PF00743.26,4.2e-13,DBVPG7947,Rhodotorula,Rhodotorula sp. clade XIII,DBVPG 7947
DBVPG7947,DBVPG7947_005373-T1,PF00743.26,1.9e-11,DBVPG7947,Rhodotorula,Rhodotorula sp. clade XIII,DBVPG 7947
DBVPG7947,DBVPG7947_002763-T1,PF00743.26,4.4e-11,DBVPG7947,Rhodotorula,Rhodotorula sp. clade XIII,DBVPG 7947
DBVPG7947,DBVPG7947_006543-T1,PF00743.26,3.3e-07,DBVPG7947,Rhodotorula,Rhodotorula sp. clade XIII,DBVPG 7947
TFCN3571,TFCN3571_002223-T1,PF00743.26,1.3e-36,TFCN3571,Rhodotorula,Rhodotorula taiwanensis,TFCN 357-1
TFCN3571,TFCN3571_002223-T1,PF00743.26,1.3e-36,TFCN3571,Rhodotorula,Rhodotorula taiwanensis,TFCN 357-1
TFCN3571,TFCN3571_002223-T1,PF00743.26,1.3e-36,TFCN3571,Rhodotorula,Rhodotorula taiwanensis,TFCN 357-1
TFCN3571,TFCN3571_002223-T1,PF00743.26,1.3e-36,TFCN3571,Rhodotorula,Rhodotorula taiwanensis,TFCN 357-1
TFCN3571,TFCN3571_002705-T1,PF00743.26,2.1e-35,TFCN3571,Rhodotorula,Rhodotorula taiwanensis,TFCN 357-1
TFCN3571,TFCN3571_007338-T1,PF00743.26,2.7e-24,TFCN3571,Rhodotorula,Rhodotorula taiwanensis,TFCN 357-1
TFCN3571,TFCN3571_005786-T1,PF00743.26,3.7e-18,TFCN3571,Rhodotorula,Rhodotorula taiwanensis,TFCN 357-1
TFCN3571,TFCN3571_001490-T1,PF00743.26,4.4e-15,TFCN3571,Rhodotorula,Rhodotorula taiwanensis,TFCN 357-1
TFCN3571,TFCN3571_003396-T1,PF00743.26,1.4e-14,TFCN3571,Rhodotorula,Rhodotorula taiwanensis,TFCN 357-1
TFCN3571,TFCN3571_001489-T1,PF00743.26,2.9e-12,TFCN3571,Rhodotorula,Rhodotorula taiwanensis,TFCN 357-1
TFCN3571,TFCN3571_000767-T1,PF00743.26,2.6e-10,TFCN3571,Rhodotorula,Rhodotorula taiwanensis,TFCN 357-1
OM447,OM447_000778-T1,PF00743.26,3.3e-37,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
OM447,OM447_000778-T1,PF00743.26,3.3e-37,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
OM447,OM447_000778-T1,PF00743.26,3.3e-37,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
OM447,OM447_000779-T1,PF00743.26,4.1e-36,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
OM447,OM447_000779-T1,PF00743.26,4.1e-36,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
OM447,OM447_000896-T1,PF00743.26,2.2e-35,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
OM447,OM447_001529-T1,PF00743.26,2.4e-22,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
OM447,OM447_002404-T1,PF00743.26,5.3e-19,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
OM447,OM447_001809-T1,PF00743.26,2.3e-17,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
OM447,OM447_006362-T1,PF00743.26,5.2e-17,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
OM447,OM447_002955-T1,PF00743.26,5.1e-13,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
OM447,OM447_003924-T1,PF00743.26,6.7e-09,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504
DBVPG10886,DBVPG10886_000884-T1,PF00743.26,1.2e-36,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_000884-T1,PF00743.26,1.2e-36,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_000884-T1,PF00743.26,1.2e-36,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_000883-T1,PF00743.26,1.7e-35,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_000883-T1,PF00743.26,1.7e-35,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_000786-T1,PF00743.26,2.8e-34,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_002837-T1,PF00743.26,3.2e-22,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_000246-T1,PF00743.26,3.4e-16,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_000306-T1,PF00743.26,6.7e-15,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_004078-T1,PF00743.26,8.1e-14,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_003906-T1,PF00743.26,2.2e-13,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_000305-T1,PF00743.26,2.3e-12,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG10886,DBVPG10886_005987-T1,PF00743.26,8.7e-10,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886
DBVPG7323,DBVPG7323_001400-T1,PF00743.26,2.6e-40,DBVPG7323,Rhodotorula,Rhodotorula paludigena,DBVPG 7323
DBVPG7323,DBVPG7323_001400-T1,PF00743.26,2.6e-40,DBVPG7323,Rhodotorula,Rhodotorula paludigena,DBVPG 7323
DBVPG7323,DBVPG7323_001400-T1,PF00743.26,2.6e-40,DBVPG7323,Rhodotorula,Rhodotorula paludigena,DBVPG 7323
DBVPG7323,DBVPG7323_001517-T1,PF00743.26,6.9e-31,DBVPG7323,Rhodotorula,Rhodotorula paludigena,DBVPG 7323
DBVPG7323,DBVPG7323_001913-T1,PF00743.26,1.3e-25,DBVPG7323,Rhodotorula,Rhodotorula paludigena,DBVPG 7323
DBVPG7323,DBVPG7323_003899-T1,PF00743.26,1.5e-18,DBVPG7323,Rhodotorula,Rhodotorula paludigena,DBVPG 7323
DBVPG7323,DBVPG7323_003345-T1,PF00743.26,2.3e-14,DBVPG7323,Rhodotorula,Rhodotorula paludigena,DBVPG 7323
DBVPG7323,DBVPG7323_007496-T1,PF00743.26,8.2e-14,DBVPG7323,Rhodotorula,Rhodotorula paludigena,DBVPG 7323
DBVPG7323,DBVPG7323_002029-T1,PF00743.26,8.1e-08,DBVPG7323,Rhodotorula,Rhodotorula paludigena,DBVPG 7323
DBVPG4304,DBVPG4304_001303-T1,PF00743.26,1.2e-36,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_001303-T1,PF00743.26,1.2e-36,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_001303-T1,PF00743.26,1.2e-36,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_001304-T1,PF00743.26,1.7e-35,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_001304-T1,PF00743.26,1.7e-35,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_001399-T1,PF00743.26,2.6e-34,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_003673-T1,PF00743.26,3.6e-22,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_004070-T1,PF00743.26,4.5e-17,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_002634-T1,PF00743.26,3.6e-16,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_004335-T1,PF00743.26,6.8e-15,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_002832-T1,PF00743.26,8.2e-14,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_004334-T1,PF00743.26,2.3e-12,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
DBVPG4304,DBVPG4304_007106-T1,PF00743.26,4.3e-10,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304
OM429,OM429_001800-T1,PF00743.26,3.1e-37,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_001800-T1,PF00743.26,3.1e-37,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_001800-T1,PF00743.26,3.1e-37,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_001801-T1,PF00743.26,1.9e-35,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_001801-T1,PF00743.26,1.9e-35,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_001897-T1,PF00743.26,2.8e-34,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_000989-T1,PF00743.26,2.9e-22,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_003688-T1,PF00743.26,3.6e-16,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_007418-T1,PF00743.26,7.2e-15,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_006777-T1,PF00743.26,8.7e-14,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_007419-T1,PF00743.26,2.5e-12,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_004869-T1,PF00743.26,9.2e-10,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
OM429,OM429_005856-T1,PF00743.26,1.5e-09,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510
TFCN2502E3321,TFCN2502E3321_003692-T1,PF00743.26,1.3e-36,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_003692-T1,PF00743.26,1.3e-36,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_003692-T1,PF00743.26,1.3e-36,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_003691-T1,PF00743.26,1.8e-35,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_003691-T1,PF00743.26,1.8e-35,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_001874-T1,PF00743.26,2.8e-34,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_005208-T1,PF00743.26,3.5e-22,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_002635-T1,PF00743.26,4.7e-17,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_006427-T1,PF00743.26,3.6e-16,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_005466-T1,PF00743.26,7.2e-15,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_002043-T1,PF00743.26,8.7e-14,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_005465-T1,PF00743.26,2.5e-12,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
TFCN2502E3321,TFCN2502E3321_004398-T1,PF00743.26,4.5e-10,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1
DBVPG6195,DBVPG6195_004340-T1,PF00743.26,2.2e-36,DBVPG6195,Rhodotorula,Rhodotorula diobovata,DBVPG 6195
DBVPG6195,DBVPG6195_006958-T1,PF00743.26,2.8e-28,DBVPG6195,Rhodotorula,Rhodotorula diobovata,DBVPG 6195
DBVPG6195,DBVPG6195_006958-T1,PF00743.26,2.8e-28,DBVPG6195,Rhodotorula,Rhodotorula diobovata,DBVPG 6195
DBVPG6195,DBVPG6195_000032-T1,PF00743.26,1.2e-21,DBVPG6195,Rhodotorula,Rhodotorula diobovata,DBVPG 6195
DBVPG6195,DBVPG6195_002515-T1,PF00743.26,1.8e-19,DBVPG6195,Rhodotorula,Rhodotorula diobovata,DBVPG 6195
DBVPG6195,DBVPG6195_000629-T1,PF00743.26,6.7e-15,DBVPG6195,Rhodotorula,Rhodotorula diobovata,DBVPG 6195
DBVPG6195,DBVPG6195_005536-T1,PF00743.26,2.8e-13,DBVPG6195,Rhodotorula,Rhodotorula diobovata,DBVPG 6195
DBVPG6195,DBVPG6195_006997-T1,PF00743.26,7e-11,DBVPG6195,Rhodotorula,Rhodotorula diobovata,DBVPG 6195
DBVPG6195,DBVPG6195_000670-T1,PF00743.26,6.8e-08,DBVPG6195,Rhodotorula,Rhodotorula diobovata,DBVPG 6195
TFCN48A15,TFCN48A15_001637-T1,PF00743.26,3.9e-40,TFCN48A15,Rhodotorula,Rhodotorula paludigena,TFCN 48A-15
TFCN48A15,TFCN48A15_001637-T1,PF00743.26,3.9e-40,TFCN48A15,Rhodotorula,Rhodotorula paludigena,TFCN 48A-15
TFCN48A15,TFCN48A15_001637-T1,PF00743.26,3.9e-40,TFCN48A15,Rhodotorula,Rhodotorula paludigena,TFCN 48A-15
TFCN48A15,TFCN48A15_001522-T1,PF00743.26,3.7e-32,TFCN48A15,Rhodotorula,Rhodotorula paludigena,TFCN 48A-15
TFCN48A15,TFCN48A15_001522-T1,PF00743.26,3.7e-32,TFCN48A15,Rhodotorula,Rhodotorula paludigena,TFCN 48A-15
TFCN48A15,TFCN48A15_001214-T1,PF00743.26,3e-25,TFCN48A15,Rhodotorula,Rhodotorula paludigena,TFCN 48A-15
TFCN48A15,TFCN48A15_004465-T1,PF00743.26,8.3e-19,TFCN48A15,Rhodotorula,Rhodotorula paludigena,TFCN 48A-15
TFCN48A15,TFCN48A15_004612-T1,PF00743.26,2.2e-17,TFCN48A15,Rhodotorula,Rhodotorula paludigena,TFCN 48A-15
TFCN48A15,TFCN48A15_002450-T1,PF00743.26,1.1e-14,TFCN48A15,Rhodotorula,Rhodotorula paludigena,TFCN 48A-15
TFCN48A15,TFCN48A15_006130-T1,PF00743.26,1e-11,TFCN48A15,Rhodotorula,Rhodotorula paludigena,TFCN 48A-15
