species_prefix,protein_id,pfam_acc,hmm_from,hmm_to,ali_from,ali_to,domain_score,domain_type
DBVPG6195,DBVPG6195_003406-T1,PF00501.35,47,384,117,468,192.9,adenylation
DBVPG6195,DBVPG6195_001026-T1,PF00501.35,1,384,334,729,199.3,adenylation
DBVPG6195,DBVPG6195_003235-T1,PF00501.35,1,375,53,434,185.1,adenylation
DBVPG6195,DBVPG6195_002935-T1,PF00501.35,3,383,216,636,179.1,adenylation
DBVPG6195,DBVPG6195_006973-T1,PF00501.35,16,236,93,325,145.9,adenylation
DBVPG6195,DBVPG6195_004701-T1,PF00501.35,20,377,134,502,141.9,adenylation
DBVPG6195,DBVPG6195_007419-T1,PF00501.35,246,384,9,181,107.0,adenylation
DBVPG6195,DBVPG6195_005544-T1,PF00501.35,3,194,22,216,64.5,adenylation
TFCN48A15,TFCN48A15_000945-T1,PF00501.35,2,378,90,477,303.4,adenylation
TFCN48A15,TFCN48A15_005690-T1,PF00501.35,6,384,26,393,263.6,adenylation
TFCN48A15,TFCN48A15_007312-T1,PF00501.35,17,384,96,510,255.4,adenylation
TFCN48A15,TFCN48A15_001306-T1,PF00501.35,4,384,54,441,245.3,adenylation
TFCN48A15,TFCN48A15_003986-T1,PF00501.35,17,384,85,507,244.9,adenylation
TFCN48A15,TFCN48A15_004159-T1,PF00501.35,6,384,83,513,218.6,adenylation
TFCN48A15,TFCN48A15_007515-T1,PF00501.35,2,383,33,411,213.4,adenylation
TFCN48A15,TFCN48A15_003170-T1,PF00501.35,1,384,332,730,206.5,adenylation
TFCN48A15,TFCN48A15_001721-T1,PF00501.35,10,384,51,407,201.0,adenylation
TFCN48A15,TFCN48A15_000274-T1,PF00501.35,47,384,117,468,194.5,adenylation
TFCN48A15,TFCN48A15_004372-T1,PF00501.35,3,383,214,632,196.1,adenylation
TFCN48A15,TFCN48A15_005529-T1,PF00501.35,1,330,57,390,171.6,adenylation
TFCN48A15,TFCN48A15_001573-T1,PF00501.35,20,377,132,500,150.5,adenylation
TFCN48A15,TFCN48A15_001057-T1,PF00501.35,11,242,44,276,123.5,adenylation
TFCN48A15,TFCN48A15_006236-T1,PF00501.35,3,333,21,346,107.7,adenylation
TFCN25333Y2,TFCN25333Y2_002621-T1,PF00501.35,2,378,92,479,308.7,adenylation
TFCN25333Y2,TFCN25333Y2_006411-T1,PF00501.35,7,383,1191,1559,269.2,adenylation
TFCN25333Y2,TFCN25333Y2_007162-T1,PF00501.35,16,384,93,510,262.8,adenylation
TFCN25333Y2,TFCN25333Y2_004373-T1,PF00501.35,48,384,124,508,243.5,adenylation
TFCN25333Y2,TFCN25333Y2_004665-T1,PF00501.35,5,384,56,439,242.8,adenylation
TFCN25333Y2,TFCN25333Y2_007285-T1,PF00501.35,10,384,1691,2053,239.8,adenylation
TFCN25333Y2,TFCN25333Y2_004666-T1,PF00501.35,4,384,55,439,235.3,adenylation
TFCN25333Y2,TFCN25333Y2_000454-T1,PF00501.35,10,384,53,439,233.9,adenylation
TFCN25333Y2,TFCN25333Y2_006718-T1,PF00501.35,12,384,88,512,228.2,adenylation
TFCN25333Y2,TFCN25333Y2_005174-T1,PF00501.35,2,383,32,411,210.7,adenylation
TFCN25333Y2,TFCN25333Y2_002982-T1,PF00501.35,38,383,109,468,196.3,adenylation
TFCN25333Y2,TFCN25333Y2_000088-T1,PF00501.35,1,384,343,738,196.1,adenylation
TFCN25333Y2,TFCN25333Y2_005385-T1,PF00501.35,3,383,218,643,181.1,adenylation
TFCN25333Y2,TFCN25333Y2_005672-T1,PF00501.35,1,330,53,378,178.5,adenylation
TFCN25333Y2,TFCN25333Y2_000672-T1,PF00501.35,7,384,64,437,166.7,adenylation
TFCN25333Y2,TFCN25333Y2_003646-T1,PF00501.35,20,329,125,449,151.3,adenylation
TFCN25333Y2,TFCN25333Y2_005629-T1,PF00501.35,4,337,23,367,102.9,adenylation
DBVPG7019,DBVPG7019_002139-T1,PF00501.35,2,378,90,477,306.8,adenylation
DBVPG7019,DBVPG7019_003224-T1,PF00501.35,5,384,28,399,290.6,adenylation
DBVPG7019,DBVPG7019_006645-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG7019,DBVPG7019_000056-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG7019,DBVPG7019_001339-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG7019,DBVPG7019_001980-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG7019,DBVPG7019_002573-T1,PF00501.35,15,384,91,515,240.4,adenylation
DBVPG7019,DBVPG7019_006227-T1,PF00501.35,2,384,53,441,234.2,adenylation
DBVPG7019,DBVPG7019_000197-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG7019,DBVPG7019_004625-T1,PF00501.35,1,383,220,642,200.9,adenylation
DBVPG7019,DBVPG7019_005139-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG7019,DBVPG7019_004403-T1,PF00501.35,1,384,338,736,193.9,adenylation
DBVPG7019,DBVPG7019_007040-T1,PF00501.35,1,372,55,440,172.5,adenylation
DBVPG7019,DBVPG7019_001955-T1,PF00501.35,19,377,131,500,160.5,adenylation
TFCN2502E3339,TFCN2502E3339_000275-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN2502E3339,TFCN2502E3339_002249-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN2502E3339,TFCN2502E3339_006438-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN2502E3339,TFCN2502E3339_000283-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN2502E3339,TFCN2502E3339_000593-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN2502E3339,TFCN2502E3339_001925-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN2502E3339,TFCN2502E3339_001444-T1,PF00501.35,15,384,91,515,240.4,adenylation
TFCN2502E3339,TFCN2502E3339_001561-T1,PF00501.35,2,384,53,441,234.2,adenylation
TFCN2502E3339,TFCN2502E3339_000424-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN2502E3339,TFCN2502E3339_006879-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN2502E3339,TFCN2502E3339_000154-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN2502E3339,TFCN2502E3339_005308-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN2502E3339,TFCN2502E3339_006470-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN2502E3339,TFCN2502E3339_000574-T1,PF00501.35,19,377,131,500,162.5,adenylation
TFCN98D11,TFCN98D11_004512-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN98D11,TFCN98D11_001728-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN98D11,TFCN98D11_006353-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN98D11,TFCN98D11_000299-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN98D11,TFCN98D11_001043-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN98D11,TFCN98D11_002014-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN98D11,TFCN98D11_002325-T1,PF00501.35,15,384,91,515,240.4,adenylation
TFCN98D11,TFCN98D11_007331-T1,PF00501.35,2,384,53,441,234.2,adenylation
TFCN98D11,TFCN98D11_000158-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN98D11,TFCN98D11_004818-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN98D11,TFCN98D11_002065-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN98D11,TFCN98D11_004951-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN98D11,TFCN98D11_007049-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN98D11,TFCN98D11_001280-T1,PF00501.35,19,377,131,500,160.5,adenylation
DBVPG5235,DBVPG5235_002612-T1,PF00501.35,2,378,90,477,306.8,adenylation
DBVPG5235,DBVPG5235_002765-T1,PF00501.35,5,384,28,399,291.0,adenylation
DBVPG5235,DBVPG5235_006928-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG5235,DBVPG5235_001261-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG5235,DBVPG5235_000459-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG5235,DBVPG5235_002452-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG5235,DBVPG5235_003053-T1,PF00501.35,15,384,91,515,240.4,adenylation
DBVPG5235,DBVPG5235_007145-T1,PF00501.35,3,384,54,441,232.3,adenylation
DBVPG5235,DBVPG5235_001123-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG5235,DBVPG5235_002322-T1,PF00501.35,1,383,220,642,200.9,adenylation
DBVPG5235,DBVPG5235_001591-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG5235,DBVPG5235_005724-T1,PF00501.35,1,384,338,736,193.9,adenylation
DBVPG5235,DBVPG5235_005649-T1,PF00501.35,1,372,55,440,172.2,adenylation
DBVPG5235,DBVPG5235_002978-T1,PF00501.35,19,377,131,500,160.5,adenylation
DBVPG3235,DBVPG3235_006833-T1,PF00501.35,2,378,90,477,306.4,adenylation
DBVPG3235,DBVPG3235_005851-T1,PF00501.35,5,384,28,399,290.6,adenylation
DBVPG3235,DBVPG3235_000983-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG3235,DBVPG3235_003467-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG3235,DBVPG3235_006244-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG3235,DBVPG3235_001679-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG3235,DBVPG3235_003907-T1,PF00501.35,15,384,91,515,240.6,adenylation
DBVPG3235,DBVPG3235_007262-T1,PF00501.35,2,384,53,441,234.2,adenylation
DBVPG3235,DBVPG3235_006374-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG3235,DBVPG3235_007280-T1,PF00501.35,1,383,220,642,200.9,adenylation
DBVPG3235,DBVPG3235_001144-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG3235,DBVPG3235_000730-T1,PF00501.35,1,384,338,736,193.9,adenylation
DBVPG3235,DBVPG3235_005693-T1,PF00501.35,1,372,55,440,172.2,adenylation
DBVPG3235,DBVPG3235_004733-T1,PF00501.35,19,377,131,500,160.5,adenylation
DBVPG10937,DBVPG10937_004401-T1,PF00501.35,2,378,90,477,306.8,adenylation
DBVPG10937,DBVPG10937_000438-T1,PF00501.35,5,384,28,399,290.6,adenylation
DBVPG10937,DBVPG10937_006745-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG10937,DBVPG10937_001165-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG10937,DBVPG10937_001915-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG10937,DBVPG10937_001542-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG10937,DBVPG10937_002710-T1,PF00501.35,15,384,91,515,240.5,adenylation
DBVPG10937,DBVPG10937_000677-T1,PF00501.35,2,384,53,441,234.2,adenylation
DBVPG10937,DBVPG10937_001025-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG10937,DBVPG10937_002540-T1,PF00501.35,1,383,220,642,200.9,adenylation
DBVPG10937,DBVPG10937_001353-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG10937,DBVPG10937_005152-T1,PF00501.35,1,384,338,736,193.9,adenylation
DBVPG10937,DBVPG10937_007404-T1,PF00501.35,1,372,55,440,172.5,adenylation
DBVPG10937,DBVPG10937_001934-T1,PF00501.35,19,377,131,500,162.5,adenylation
TFCN1B12,TFCN1B12_005189-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN1B12,TFCN1B12_004837-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN1B12,TFCN1B12_006814-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN1B12,TFCN1B12_000319-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN1B12,TFCN1B12_001640-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN1B12,TFCN1B12_002836-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN1B12,TFCN1B12_001969-T1,PF00501.35,15,384,66,490,240.5,adenylation
TFCN1B12,TFCN1B12_001206-T1,PF00501.35,2,384,53,441,234.2,adenylation
TFCN1B12,TFCN1B12_000178-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN1B12,TFCN1B12_002363-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN1B12,TFCN1B12_005732-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN1B12,TFCN1B12_000566-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN1B12,TFCN1B12_003039-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN1B12,TFCN1B12_002279-T1,PF00501.35,19,377,131,500,160.5,adenylation
TFCN48A3,TFCN48A3_002708-T1,PF00501.35,2,378,90,477,303.4,adenylation
TFCN48A3,TFCN48A3_005789-T1,PF00501.35,8,383,34,401,271.6,adenylation
TFCN48A3,TFCN48A3_001563-T1,PF00501.35,6,384,26,393,263.6,adenylation
TFCN48A3,TFCN48A3_005653-T1,PF00501.35,16,384,93,510,259.7,adenylation
TFCN48A3,TFCN48A3_003349-T1,PF00501.35,4,384,54,441,245.3,adenylation
TFCN48A3,TFCN48A3_004159-T1,PF00501.35,17,384,85,507,244.9,adenylation
TFCN48A3,TFCN48A3_004792-T1,PF00501.35,2,383,33,411,213.4,adenylation
TFCN48A3,TFCN48A3_004513-T1,PF00501.35,1,384,332,730,206.5,adenylation
TFCN48A3,TFCN48A3_000242-T1,PF00501.35,10,384,51,407,201.0,adenylation
TFCN48A3,TFCN48A3_000745-T1,PF00501.35,47,384,117,474,193.4,adenylation
TFCN48A3,TFCN48A3_003951-T1,PF00501.35,6,367,83,488,199.7,adenylation
TFCN48A3,TFCN48A3_003761-T1,PF00501.35,3,383,124,534,197.6,adenylation
TFCN48A3,TFCN48A3_005886-T1,PF00501.35,1,281,57,343,158.0,adenylation
TFCN48A3,TFCN48A3_000094-T1,PF00501.35,20,377,132,500,150.5,adenylation
TFCN48A3,TFCN48A3_004584-T1,PF00501.35,3,333,21,346,108.7,adenylation
TFCN20964,TFCN20964_002514-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN20964,TFCN20964_002351-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN20964,TFCN20964_005617-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN20964,TFCN20964_000334-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN20964,TFCN20964_001878-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN20964,TFCN20964_003085-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN20964,TFCN20964_001523-T1,PF00501.35,15,384,91,515,240.4,adenylation
TFCN20964,TFCN20964_003762-T1,PF00501.35,2,384,53,441,234.2,adenylation
TFCN20964,TFCN20964_000477-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN20964,TFCN20964_003715-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN20964,TFCN20964_005885-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN20964,TFCN20964_003551-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN20964,TFCN20964_000161-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN20964,TFCN20964_002525-T1,PF00501.35,19,377,131,500,160.5,adenylation
TFCN49A1,TFCN49A1_001847-T1,PF00501.35,2,378,90,477,303.4,adenylation
TFCN49A1,TFCN49A1_005367-T1,PF00501.35,8,383,34,401,269.3,adenylation
TFCN49A1,TFCN49A1_005579-T1,PF00501.35,6,384,26,393,263.6,adenylation
TFCN49A1,TFCN49A1_007245-T1,PF00501.35,17,384,96,510,255.4,adenylation
TFCN49A1,TFCN49A1_000192-T1,PF00501.35,4,384,54,441,245.3,adenylation
TFCN49A1,TFCN49A1_003208-T1,PF00501.35,17,384,85,507,244.9,adenylation
TFCN49A1,TFCN49A1_003626-T1,PF00501.35,6,384,83,513,218.6,adenylation
TFCN49A1,TFCN49A1_007459-T1,PF00501.35,2,383,33,411,213.4,adenylation
TFCN49A1,TFCN49A1_002627-T1,PF00501.35,1,384,332,730,206.5,adenylation
TFCN49A1,TFCN49A1_000899-T1,PF00501.35,47,384,117,468,194.5,adenylation
TFCN49A1,TFCN49A1_006994-T1,PF00501.35,3,383,214,632,196.1,adenylation
TFCN49A1,TFCN49A1_005466-T1,PF00501.35,1,281,57,343,160.3,adenylation
TFCN49A1,TFCN49A1_001292-T1,PF00501.35,20,377,1826,2194,147.1,adenylation
TFCN49A1,TFCN49A1_001146-T1,PF00501.35,209,384,1,165,123.4,adenylation
TFCN49A1,TFCN49A1_006143-T1,PF00501.35,3,333,21,346,107.7,adenylation
TFCN49A1,TFCN49A1_001147-T1,PF00501.35,10,191,51,248,94.4,adenylation
DBVPG5225,DBVPG5225_001863-T1,PF00501.35,2,378,90,477,306.8,adenylation
DBVPG5225,DBVPG5225_001708-T1,PF00501.35,5,384,28,399,291.0,adenylation
DBVPG5225,DBVPG5225_007071-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG5225,DBVPG5225_000526-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG5225,DBVPG5225_000757-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG5225,DBVPG5225_001515-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG5225,DBVPG5225_006413-T1,PF00501.35,15,384,91,515,240.3,adenylation
DBVPG5225,DBVPG5225_007477-T1,PF00501.35,3,384,54,441,232.3,adenylation
DBVPG5225,DBVPG5225_000667-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG5225,DBVPG5225_005338-T1,PF00501.35,1,383,220,642,200.9,adenylation
DBVPG5225,DBVPG5225_001234-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG5225,DBVPG5225_005517-T1,PF00501.35,1,384,338,736,193.9,adenylation
DBVPG5225,DBVPG5225_005443-T1,PF00501.35,1,372,55,440,172.2,adenylation
DBVPG5225,DBVPG5225_002349-T1,PF00501.35,19,377,131,500,160.5,adenylation
DBVPG3855,DBVPG3855_000201-T1,PF00501.35,2,378,90,477,306.8,adenylation
DBVPG3855,DBVPG3855_000036-T1,PF00501.35,5,384,28,399,290.6,adenylation
DBVPG3855,DBVPG3855_000911-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG3855,DBVPG3855_003271-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG3855,DBVPG3855_002891-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG3855,DBVPG3855_000542-T1,PF00501.35,15,384,66,490,240.5,adenylation
DBVPG3855,DBVPG3855_001845-T1,PF00501.35,2,384,53,441,234.6,adenylation
DBVPG3855,DBVPG3855_000770-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG3855,DBVPG3855_002483-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG3855,DBVPG3855_004583-T1,PF00501.35,1,384,338,736,193.9,adenylation
DBVPG3855,DBVPG3855_001419-T1,PF00501.35,1,372,55,440,172.5,adenylation
DBVPG3855,DBVPG3855_003252-T1,PF00501.35,19,377,131,500,162.5,adenylation
DBVPG8043,DBVPG8043_003027-T1,PF00501.35,2,378,90,477,307.8,adenylation
DBVPG8043,DBVPG8043_003673-T1,PF00501.35,5,384,28,399,290.5,adenylation
DBVPG8043,DBVPG8043_001267-T1,PF00501.35,8,384,29,393,270.0,adenylation
DBVPG8043,DBVPG8043_005628-T1,PF00501.35,17,384,98,512,261.3,adenylation
DBVPG8043,DBVPG8043_000065-T1,PF00501.35,15,384,53,435,246.5,adenylation
DBVPG8043,DBVPG8043_004000-T1,PF00501.35,17,384,85,507,244.5,adenylation
DBVPG8043,DBVPG8043_002224-T1,PF00501.35,15,384,91,515,239.7,adenylation
DBVPG8043,DBVPG8043_005501-T1,PF00501.35,2,384,53,441,233.8,adenylation
DBVPG8043,DBVPG8043_001399-T1,PF00501.35,2,383,33,413,206.5,adenylation
DBVPG8043,DBVPG8043_000517-T1,PF00501.35,47,383,118,468,192.3,adenylation
DBVPG8043,DBVPG8043_003830-T1,PF00501.35,1,383,220,642,196.4,adenylation
DBVPG8043,DBVPG8043_002752-T1,PF00501.35,1,384,340,738,194.1,adenylation
DBVPG8043,DBVPG8043_001624-T1,PF00501.35,1,372,55,440,173.5,adenylation
DBVPG8043,DBVPG8043_000084-T1,PF00501.35,19,377,132,501,160.7,adenylation
TFCN1A14,TFCN1A14_002733-T1,PF00501.35,2,378,90,477,305.8,adenylation
TFCN1A14,TFCN1A14_002550-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN1A14,TFCN1A14_006446-T1,PF00501.35,8,384,29,393,265.4,adenylation
TFCN1A14,TFCN1A14_002298-T1,PF00501.35,17,384,97,511,262.4,adenylation
TFCN1A14,TFCN1A14_001296-T1,PF00501.35,12,384,50,435,256.9,adenylation
TFCN1A14,TFCN1A14_005340-T1,PF00501.35,17,384,85,507,244.6,adenylation
TFCN1A14,TFCN1A14_003805-T1,PF00501.35,15,384,91,515,239.9,adenylation
TFCN1A14,TFCN1A14_001030-T1,PF00501.35,2,384,53,441,234.0,adenylation
TFCN1A14,TFCN1A14_004938-T1,PF00501.35,1,383,221,643,197.9,adenylation
TFCN1A14,TFCN1A14_000246-T1,PF00501.35,47,383,118,468,191.4,adenylation
TFCN1A14,TFCN1A14_002436-T1,PF00501.35,2,383,33,421,196.2,adenylation
TFCN1A14,TFCN1A14_002111-T1,PF00501.35,1,384,342,740,193.6,adenylation
TFCN1A14,TFCN1A14_003540-T1,PF00501.35,1,370,55,438,171.6,adenylation
TFCN1A14,TFCN1A14_003725-T1,PF00501.35,19,377,131,500,160.2,adenylation
DBVPG4950,DBVPG4950_003120-T1,PF00501.35,2,378,90,477,306.8,adenylation
DBVPG4950,DBVPG4950_004771-T1,PF00501.35,5,384,28,399,290.6,adenylation
DBVPG4950,DBVPG4950_006785-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG4950,DBVPG4950_000764-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG4950,DBVPG4950_000232-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG4950,DBVPG4950_001211-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG4950,DBVPG4950_002713-T1,PF00501.35,15,384,91,515,240.4,adenylation
DBVPG4950,DBVPG4950_003779-T1,PF00501.35,2,384,53,441,234.2,adenylation
DBVPG4950,DBVPG4950_000621-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG4950,DBVPG4950_004686-T1,PF00501.35,1,383,220,642,200.9,adenylation
DBVPG4950,DBVPG4950_002388-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG4950,DBVPG4950_006530-T1,PF00501.35,1,384,338,736,193.9,adenylation
DBVPG4950,DBVPG4950_007114-T1,PF00501.35,1,372,55,440,172.5,adenylation
DBVPG4950,DBVPG4950_000251-T1,PF00501.35,19,377,131,500,162.5,adenylation
DBVPG3772,DBVPG3772_005918-T1,PF00501.35,2,378,90,477,309.2,adenylation
DBVPG3772,DBVPG3772_003199-T1,PF00501.35,5,384,28,399,288.9,adenylation
DBVPG3772,DBVPG3772_005932-T1,PF00501.35,8,384,29,393,264.9,adenylation
DBVPG3772,DBVPG3772_005495-T1,PF00501.35,17,384,97,511,257.7,adenylation
DBVPG3772,DBVPG3772_002852-T1,PF00501.35,11,384,49,436,251.9,adenylation
DBVPG3772,DBVPG3772_003834-T1,PF00501.35,17,384,85,507,245.3,adenylation
DBVPG3772,DBVPG3772_001911-T1,PF00501.35,3,384,54,441,228.6,adenylation
DBVPG3772,DBVPG3772_002276-T1,PF00501.35,15,85,91,163,38.3,adenylation
DBVPG3772,DBVPG3772_002276-T1,PF00501.35,81,384,197,551,181.6,adenylation
DBVPG3772,DBVPG3772_001303-T1,PF00501.35,47,383,118,468,196.1,adenylation
DBVPG3772,DBVPG3772_001484-T1,PF00501.35,3,383,226,648,196.1,adenylation
DBVPG3772,DBVPG3772_003735-T1,PF00501.35,1,372,55,440,179.4,adenylation
DBVPG3772,DBVPG3772_002516-T1,PF00501.35,1,384,339,761,175.5,adenylation
DBVPG3772,DBVPG3772_002931-T1,PF00501.35,19,377,132,501,158.6,adenylation
TFCN17332C2,TFCN17332C2_001931-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN17332C2,TFCN17332C2_001767-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN17332C2,TFCN17332C2_006538-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN17332C2,TFCN17332C2_000003-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN17332C2,TFCN17332C2_001519-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN17332C2,TFCN17332C2_004053-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN17332C2,TFCN17332C2_000736-T1,PF00501.35,15,384,91,515,240.4,adenylation
TFCN17332C2,TFCN17332C2_003295-T1,PF00501.35,2,384,53,441,234.2,adenylation
TFCN17332C2,TFCN17332C2_000144-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN17332C2,TFCN17332C2_002562-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN17332C2,TFCN17332C2_005451-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN17332C2,TFCN17332C2_005268-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN17332C2,TFCN17332C2_004895-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN17332C2,TFCN17332C2_002135-T1,PF00501.35,19,377,131,500,158.5,adenylation
TFCN98D7,TFCN98D7_001680-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN98D7,TFCN98D7_001517-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN98D7,TFCN98D7_006413-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN98D7,TFCN98D7_000003-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN98D7,TFCN98D7_004934-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN98D7,TFCN98D7_002253-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN98D7,TFCN98D7_000927-T1,PF00501.35,15,384,91,515,240.4,adenylation
TFCN98D7,TFCN98D7_002746-T1,PF00501.35,2,384,53,441,234.2,adenylation
TFCN98D7,TFCN98D7_000145-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN98D7,TFCN98D7_002623-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN98D7,TFCN98D7_005259-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN98D7,TFCN98D7_002535-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN98D7,TFCN98D7_006926-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN98D7,TFCN98D7_001691-T1,PF00501.35,19,377,131,500,160.5,adenylation
DBVPG4203,DBVPG4203_002206-T1,PF00501.35,2,378,90,477,306.8,adenylation
DBVPG4203,DBVPG4203_002043-T1,PF00501.35,5,384,28,399,290.6,adenylation
DBVPG4203,DBVPG4203_006583-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG4203,DBVPG4203_000319-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG4203,DBVPG4203_001145-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG4203,DBVPG4203_002949-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG4203,DBVPG4203_001033-T1,PF00501.35,15,384,91,515,240.4,adenylation
