ComponentIndex	n_members	max_rho_abs	es	p_maxrho_perm	p_es_perm	p_fdr_max	p_es_fdr	p_maxrho_fdr	trait	sig_es	sig_maxrho	sig_familywise
4363	6	0.1552738290635415	0.4795460075982292	0.053001	0.097001	1.0	0.5564286218905473	0.2882554386792453	color_a_cell	False	False	False
4364	2	0.0702105182967734	0.2807088212519988	0.264001	0.638001	1.0	0.8514064270833334	0.3973291976592977	color_a_cell	False	False	False
4377	5	0.1304427924117564	0.6195311552288323	0.112001	0.086001	1.0	0.5359954216216216	0.331294463800905	color_a_cell	False	False	False
4389	2	0.0403392242616318	0.1857234147313046	0.4090009999999999	0.7920010000000001	1.0	0.9159572385229544	0.4636953323500491	color_a_cell	False	False	False
4426	2	0.0281598153057725	0.0826256333695245	0.3490009999999999	0.709001	1.0	0.8910697315217392	0.4340864649406687	color_a_cell	False	False	False
4433	2	0.0787428969341542	0.2978754794003507	0.113001	0.263001	1.0	0.6530501099585062	0.331294463800905	color_a_cell	False	False	False
4452	2	0.1399684883871772	0.9227147909001574	0.039001	0.065001	1.0	0.510830082278481	0.2540573615819209	color_a_cell	False	False	False
4455	3	0.0293862743392985	0.0842588271837917	0.4350009999999999	0.894001	1.0	0.9669635581613508	0.4763116362773029	color_a_cell	False	False	False
4480	3	0.0332538609551052	0.0674070811328764	0.406001	0.923001	1.0	0.9736689414455626	0.4630258684470821	color_a_cell	False	False	False
4486	2	0.0177631524526937	0.0968408744608533	0.4800009999999999	0.924001	1.0	0.9738328638025596	0.4981468523852385	color_a_cell	False	False	False
4501	3	0.0706536250895771	0.3069705206176006	0.273001	0.4250009999999999	1.0	0.7432718839941262	0.4012977969735182	color_a_cell	False	False	False
4522	2	0.1043956556267058	0.6254185037439427	0.122001	0.240001	1.0	0.6489003558139534	0.331294463800905	color_a_cell	False	False	False
4573	2	0.0878793837418005	0.5601863966659503	0.176001	0.268001	1.0	0.6530501099585062	0.352473493955095	color_a_cell	False	False	False
4587	2	0.0292336388732973	0.086272325101828	0.3590009999999999	0.6780010000000001	1.0	0.8714996131549612	0.4390655622362868	color_a_cell	False	False	False
4589	2	0.0	0.0	1.0	1.0	1.0	1.0	1.0	color_a_cell	False	False	False
4640	4	0.0697362622832121	0.3206734522053263	0.3610009999999999	0.629001	1.0	0.8442819010477299	0.4390655622362868	color_a_cell	False	False	False
4764	2	0.1655306069654847	0.9001212754740823	0.005001	0.020001	1.0	0.4232677594936709	0.1860049354838709	color_a_cell	False	False	False
1	11	0.1383375143931142	0.433916438081069	0.195001	0.456001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
19	23	0.140456075124294	0.4032842552560943	0.250001	0.460001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
20	43	0.1892953581397787	0.6018207008167051	0.082001	0.097001	1.0	0.989019058888889	0.477676919047619	color_a_supernatant	False	False	False
25	5	0.1177437836135805	0.4722847656733212	0.177001	0.3530009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
36	4	0.1007527774174331	0.4982607506548797	0.235001	0.328001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
38	28	0.2010699294579522	0.4218038046724167	0.029001	0.3580009999999999	0.992001	0.989019058888889	0.4135886195652174	color_a_supernatant	False	False	False
44	2	0.0832563160019588	0.6156093917935143	0.196001	0.226001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
52	13	0.0900085916718214	0.3408585508600978	0.450001	0.633001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
66	3	0.0750233314399497	0.311207847175077	0.2960009999999999	0.647001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
77	2	0.0427220929178466	0.1353575194540236	0.2920009999999999	0.530001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
86	2	0.0300720914064863	0.1657011466725959	0.447001	0.818001	1.0	0.9932013022136672	0.4974382409523809	color_a_supernatant	False	False	False
94	19	0.1160883439408255	0.3654783231876559	0.387001	0.530001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
106	2	0.0567020826406761	0.225283889956638	0.2880009999999999	0.692001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
108	2	0.0261904402059674	0.0878723520778309	0.4770009999999999	0.941001	1.0	0.9999761778801842	0.499356377034358	color_a_supernatant	False	False	False
129	2	0.1282368413131596	0.7531805583499249	0.065001	0.148001	1.0	0.989019058888889	0.4599109719101124	color_a_supernatant	False	False	False
135	6	0.1268727121215844	0.4716869560525209	0.132001	0.3490009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
138	2	0.0600480641585476	0.2795135843322027	0.3060009999999999	0.617001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
169	2	0.1186781658193853	0.7010807965800798	0.043001	0.137001	1.0	0.989019058888889	0.4323846083333333	color_a_supernatant	False	False	False
184	2	0.0644780958226713	0.4136649405835017	0.275001	0.446001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
297	32	0.1681947693737674	0.5533736734644426	0.132001	0.140001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
300	3	0.0478115648520767	0.1748902584572349	0.406001	0.871001	1.0	0.9932013022136672	0.4974382409523809	color_a_supernatant	False	False	False
350	13	0.1395064433899684	0.3355385597141028	0.187001	0.582001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
351	3	0.075984392789912	0.3540585374172347	0.327001	0.572001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
352	3	0.0854681155478315	0.3591266035672065	0.249001	0.518001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
365	2	0.1131182681942277	0.8291760465165618	0.102001	0.125001	1.0	0.989019058888889	0.4915225219123506	color_a_supernatant	False	False	False
366	2	0.0476541325353781	0.278251223903408	0.391001	0.640001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
367	2	0.0714982014932707	0.4283080719311184	0.3010009999999999	0.4280009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
368	2	0.0493857251756991	0.2617768050960208	0.386001	0.651001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
370	31	0.1840308214693799	0.4523912634905205	0.057001	0.266001	1.0	0.989019058888889	0.4518591418918919	color_a_supernatant	False	False	False
373	2	0.123493601703794	0.585262125477579	0.071001	0.248001	1.0	0.989019058888889	0.4599109719101124	color_a_supernatant	False	False	False
427	4	0.1237720279298505	0.5306176802227828	0.114001	0.276001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
429	4	0.2551781814180691	1.123918845641665	1e-06	0.016001	0.274001	0.7379661200000001	0.0002306	color_a_supernatant	False	True	False
441	2	0.0823396205503983	0.4607311151919086	0.203001	0.380001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
444	8	0.1865113421572341	0.5652992930188734	0.025001	0.200001	1.0	0.989019058888889	0.4135886195652174	color_a_supernatant	False	False	False
499	51	0.1468075509351809	0.3848925847491388	0.3060009999999999	0.500001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
506	4	0.0734364388087963	0.3024054525321291	0.325001	0.593001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
512	2	0.0971080313152539	0.528911421114492	0.157001	0.2900009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
515	2	0.1913381998812588	1.319492072799264	0.002001	0.014001	1.0	0.7379661200000001	0.1357148823529411	color_a_supernatant	False	False	False
518	3	0.0615446231893731	0.195754653278207	0.2840009999999999	0.614001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
521	5	0.0691933923768042	0.177077154736909	0.4150009999999999	0.941001	1.0	0.9999761778801842	0.4974382409523809	color_a_supernatant	False	False	False
526	17	0.1632979235905753	0.5659206625561187	0.085001	0.145001	1.0	0.989019058888889	0.477676919047619	color_a_supernatant	False	False	False
529	32	0.1480851970108843	0.3325186100569947	0.230001	0.732001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
572	29	0.1522043043256051	0.3598512098269527	0.197001	0.611001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
574	6	0.0741263105331296	0.1827246521174379	0.462001	0.957001	1.0	1.0	0.499356377034358	color_a_supernatant	False	False	False
576	3	0.1261463190103476	0.5562240647946947	0.083001	0.232001	1.0	0.989019058888889	0.477676919047619	color_a_supernatant	False	False	False
589	3	0.0450281614928467	0.1861784782837149	0.455001	0.876001	1.0	0.9932013022136672	0.4977382855787476	color_a_supernatant	False	False	False
595	2	0.2236735421764404	1.627664222220436	1e-06	0.002001	0.824001	0.57678825	0.0002306	color_a_supernatant	False	True	False
597	7	0.0995546699053611	0.4458498915549351	0.3080009999999999	0.248001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
598	5	0.0677139909094102	0.1694789874992158	0.4090009999999999	0.959001	1.0	1.0	0.4974382409523809	color_a_supernatant	False	False	False
602	2	0.0482385212949631	0.2880812663812963	0.330001	0.584001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
604	2	0.0658004110873175	0.2452957062768189	0.259001	0.692001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
616	2	0.038025524154495	0.1580487681351582	0.449001	0.8120010000000001	1.0	0.9932013022136672	0.4974382409523809	color_a_supernatant	False	False	False
655	4	0.138158822759029	0.4731000355107467	0.074001	0.3680009999999999	1.0	0.989019058888889	0.4612062324324324	color_a_supernatant	False	False	False
718	2	0.1934037118763436	1.1703682347768063	0.001001	0.024001	1.0	0.7391321282051283	0.1154152999999999	color_a_supernatant	False	False	False
730	2	0.0870652750397005	0.4950436481420683	0.157001	0.330001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
735	30	0.1995297181837168	0.4507521903368405	0.032001	0.208001	0.996001	0.989019058888889	0.4135886195652174	color_a_supernatant	False	False	False
752	3	0.1260903746357561	0.5791049060560891	0.087001	0.230001	1.0	0.989019058888889	0.477676919047619	color_a_supernatant	False	False	False
783	2	0.0694575648631516	0.3203271738091939	0.247001	0.522001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
785	2	0.1019187257283319	0.4799780185715154	0.148001	0.4150009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
787	2	0.0581995788371125	0.221579275923309	0.3020009999999999	0.724001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
821	7	0.1424534417978068	0.6955123056007818	0.099001	0.082001	1.0	0.989019058888889	0.4915225219123506	color_a_supernatant	False	False	False
866	2	0.0853178291517014	0.5267122225604728	0.181001	0.328001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
874	24	0.1188968965957471	0.3016719494164575	0.3600009999999999	0.770001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
878	5	0.0580452027615793	0.1888425139531774	0.450001	0.919001	1.0	0.9993393783783784	0.4974382409523809	color_a_supernatant	False	False	False
879	5	0.1076295479048501	0.3999796170046353	0.209001	0.338001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
882	2	0.0491899658086062	0.2964442584126896	0.383001	0.591001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
887	46	0.1854014093684816	0.4169588259891931	0.106001	0.460001	1.0	0.989019058888889	0.4915225219123506	color_a_supernatant	False	False	False
890	2	0.136473667241088	0.6677379865389905	0.044001	0.179001	1.0	0.989019058888889	0.4323846083333333	color_a_supernatant	False	False	False
891	3	0.2389633092738959	1.1823552705975493	0.002001	0.024001	0.5510010000000001	0.7391321282051283	0.1357148823529411	color_a_supernatant	False	False	False
899	18	0.1225806085335688	0.333854119286717	0.334001	0.774001	1.0	0.9893826529933484	0.4974382409523809	color_a_supernatant	False	False	False
900	2	0.048440540770602	0.2745638028849797	0.3480009999999999	0.578001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
913	44	0.1461275306960838	0.3819118746988968	0.322001	0.5610010000000001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
914	9	0.0736817048452107	0.2995765532068343	0.4710009999999999	0.706001	1.0	0.989019058888889	0.499356377034358	color_a_supernatant	False	False	False
915	3	0.091919102440097	0.4832307969416126	0.193001	0.334001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
916	26	0.1522584610425494	0.437757975908286	0.195001	0.3470009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
918	47	0.1498314844483249	0.4824293206479655	0.2950009999999999	0.219001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
919	9	0.178521589750488	0.3906358367712869	0.020001	0.4360009999999999	1.0	0.989019058888889	0.4135886195652174	color_a_supernatant	False	False	False
920	2	0.0601592983931836	0.4053699554309952	0.3050009999999999	0.447001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
924	5	0.1140461681710881	0.2968577333426097	0.195001	0.717001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
940	4	0.0611065245745893	0.1926034945230236	0.377001	0.767001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
963	6	0.1113977543404691	0.3316315636394046	0.209001	0.6620010000000001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
972	2	0.0578441138263899	0.2046371208204158	0.3580009999999999	0.771001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
985	39	0.2536005720134515	0.4943368351691256	0.002001	0.207001	0.2970009999999999	0.989019058888889	0.1357148823529411	color_a_supernatant	False	False	False
986	5	0.1457147903386539	0.6910952447100038	0.060001	0.113001	1.0	0.989019058888889	0.4551391644736842	color_a_supernatant	False	False	False
987	3	0.0695195921370036	0.1847035964671877	0.3110009999999999	0.703001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
988	17	0.0893908500915119	0.3276966175705408	0.4770009999999999	0.7860010000000001	1.0	0.9932013022136672	0.499356377034358	color_a_supernatant	False	False	False
1025	2	0.0741581779162091	0.3880087822825889	0.248001	0.460001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1034	24	0.1196825660712896	0.4116541370423243	0.343001	0.334001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1035	13	0.0855432368299264	0.3778002498700971	0.4980009999999999	0.631001	1.0	0.989019058888889	0.5087074739168876	color_a_supernatant	False	False	False
1036	6	0.0808940894160747	0.1621595850301731	0.274001	0.772001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1062	2	0.1018044929540698	0.5516100751665606	0.136001	0.2830009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1068	28	0.1185150282408218	0.3818571770439837	0.406001	0.530001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1069	3	0.2142842749047029	1.3083327697764695	0.001001	0.005001	0.923001	0.6209348461538462	0.1154152999999999	color_a_supernatant	False	False	False
1075	8	0.1016331698242887	0.27906898912832	0.318001	0.770001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1096	7	0.0735627581453153	0.235961301712363	0.4170009999999999	0.7890010000000001	1.0	0.9932013022136672	0.4974382409523809	color_a_supernatant	False	False	False
1109	30	0.1049932747462268	0.26802296005434	0.4770009999999999	0.952001	1.0	1.0	0.499356377034358	color_a_supernatant	False	False	False
1110	27	0.1404770966462244	0.38570722841431	0.2930009999999999	0.528001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1112	2	0.0920474109973261	0.3986608529089541	0.174001	0.441001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1120	8	0.06331566008579	0.1934022185814526	0.466001	0.958001	1.0	1.0	0.499356377034358	color_a_supernatant	False	False	False
1125	2	0.2128551210844344	1.4943274991408817	0.003001	0.007001	0.936001	0.6209348461538462	0.1572796818181818	color_a_supernatant	False	False	False
1147	28	0.1316564870744904	0.3609709756022257	0.313001	0.4950009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1149	2	0.0635819949989959	0.4146194073429773	0.3100009999999999	0.4220009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1151	13	0.1949755161262617	0.3727562528205303	0.019001	0.5360010000000001	1.0	0.989019058888889	0.4133613773584906	color_a_supernatant	False	False	False
1162	10	0.1909578434041152	0.6438983576572863	0.024001	0.088001	1.0	0.989019058888889	0.4135886195652174	color_a_supernatant	False	False	False
1163	10	0.1722775544339344	0.5452660217688892	0.039001	0.203001	1.0	0.989019058888889	0.4323846083333333	color_a_supernatant	False	False	False
1182	6	0.1545308575436743	0.5528441593749712	0.054001	0.224001	1.0	0.989019058888889	0.4479363525179856	color_a_supernatant	False	False	False
1185	81	0.2196294169212515	0.4373254178718403	0.028001	0.328001	0.873001	0.989019058888889	0.4135886195652174	color_a_supernatant	False	False	False
1186	4	0.1093272980081271	0.4592641403975168	0.187001	0.3580009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1189	3	0.0885248214088501	0.3402304765183392	0.228001	0.566001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1190	2	0.0344434765340155	0.1070188242486316	0.406001	0.923001	1.0	0.9993393783783784	0.4974382409523809	color_a_supernatant	False	False	False
1191	3	0.0928181684969076	0.4965746326644986	0.228001	0.336001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1200	5	0.1041081018449373	0.3701691635696159	0.245001	0.529001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1217	2	0.0626173007834379	0.2536475187440167	0.237001	0.635001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1223	8	0.1373855152194058	0.3854039907305976	0.133001	0.5390010000000001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1260	2	0.0260505457367814	0.1358690623392565	0.451001	0.877001	1.0	0.9932013022136672	0.4974382409523809	color_a_supernatant	False	False	False
1266	5	0.0587046217090813	0.1668866010271657	0.4310009999999999	0.956001	1.0	1.0	0.4974382409523809	color_a_supernatant	False	False	False
1273	2	0.0762388034136968	0.3162238320514022	0.255001	0.574001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1275	2	0.1775184367869528	1.0089375179405915	0.003001	0.007001	1.0	0.6209348461538462	0.1572796818181818	color_a_supernatant	False	False	False
1283	15	0.1200665951008028	0.4039988188939042	0.251001	0.401001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1298	5	0.0770927121449504	0.3309525509228535	0.3720009999999999	0.628001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1324	6	0.1042415349688087	0.477854249792655	0.265001	0.319001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1328	5	0.063914057421644	0.2138658752084855	0.406001	0.874001	1.0	0.9932013022136672	0.4974382409523809	color_a_supernatant	False	False	False
1337	4	0.182348184868506	0.7439973855006601	0.014001	0.094001	1.0	0.989019058888889	0.3668898409090909	color_a_supernatant	False	False	False
1357	15	0.1691427621438333	0.3741758934261877	0.074001	0.625001	1.0	0.989019058888889	0.4612062324324324	color_a_supernatant	False	False	False
1361	6	0.0810064772535637	0.2487467687539122	0.384001	0.826001	1.0	0.9932013022136672	0.4974382409523809	color_a_supernatant	False	False	False
1363	8	0.1321789078993343	0.5448534855648027	0.174001	0.211001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1402	7	0.0951962121439519	0.2564907094556569	0.335001	0.859001	1.0	0.9932013022136672	0.4974382409523809	color_a_supernatant	False	False	False
1443	2	0.036956245206192	0.1136243564514843	0.2830009999999999	0.594001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1444	2	0.0376136817327104	0.1210446256081579	0.4080009999999999	0.861001	1.0	0.9932013022136672	0.4974382409523809	color_a_supernatant	False	False	False
1445	14	0.1656830295520664	0.5842644754181665	0.062001	0.116001	1.0	0.989019058888889	0.4582509807692308	color_a_supernatant	False	False	False
1456	2	0.0577113326271385	0.1972696963440474	0.215001	0.441001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1458	5	0.0949169931624886	0.4709091239625975	0.3110009999999999	0.3670009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1470	7	0.1043845143036476	0.3337339973998446	0.275001	0.631001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1482	4	0.1645432195791691	0.5585864638681955	0.032001	0.231001	1.0	0.989019058888889	0.4135886195652174	color_a_supernatant	False	False	False
1491	3	0.0463380195930261	0.2356761907954564	0.454001	0.741001	1.0	0.989019058888889	0.4977382855787476	color_a_supernatant	False	False	False
1506	2	0.0603305066921244	0.2894742965764452	0.315001	0.598001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1537	13	0.1086239848164492	0.3617266747583415	0.3480009999999999	0.4820009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1543	5	0.0784948383520611	0.3215178066500093	0.3650009999999999	0.613001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1544	2	0.0020629904797649	0.0083179086773871	0.4790009999999999	1.0	1.0	1.0	0.499356377034358	color_a_supernatant	False	False	False
1547	10	0.2545416267546294	0.7223081698375622	1e-06	0.061001	0.2820009999999999	0.989019058888889	0.0002306	color_a_supernatant	False	True	False
1551	3	0.0549148418185047	0.1586086441977451	0.4130009999999999	0.898001	1.0	0.9946159010566764	0.4974382409523809	color_a_supernatant	False	False	False
1564	3	0.0635371641024595	0.2651833916554407	0.374001	0.708001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1567	13	0.1150767262139574	0.3070228965029953	0.255001	0.521001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1600	2	0.0358328060819448	0.2047599160484864	0.4100009999999999	0.747001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1603	4	0.1040987441169931	0.3225450890280205	0.216001	0.6580010000000001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1604	55	0.1750269524127576	0.2826743972950367	0.187001	0.924001	1.0	0.9993393783783784	0.4974382409523809	color_a_supernatant	False	False	False
1605	3	0.1100086650747983	0.3548902584817374	0.129001	0.5470010000000001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1606	7	0.1415580765299379	0.407858129027538	0.097001	0.466001	1.0	0.989019058888889	0.4905357587719298	color_a_supernatant	False	False	False
1607	4	0.1182089995869913	0.6442531078042006	0.150001	0.164001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1610	2	0.0891522001841972	0.4005877117699947	0.208001	0.4810009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1611	12	0.1210606424138279	0.3057295292815494	0.268001	0.764001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1617	4	0.0860583163064152	0.3411665524888803	0.3000009999999999	0.622001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1619	5	0.0627637972764895	0.2929105888786175	0.379001	0.639001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1642	3	0.1629207985286092	0.6636572997806205	0.031001	0.164001	1.0	0.989019058888889	0.4135886195652174	color_a_supernatant	False	False	False
1646	3	0.1173106475924212	0.3546335541281482	0.085001	0.325001	1.0	0.989019058888889	0.477676919047619	color_a_supernatant	False	False	False
1672	2	0.1679299035759878	1.4573489866212364	0.0090009999999999	0.006001	1.0	0.6209348461538462	0.2882820277777777	color_a_supernatant	False	False	False
1676	3	0.044994181354112	0.1486990565200441	0.464001	0.927001	1.0	0.9993393783783784	0.499356377034358	color_a_supernatant	False	False	False
1689	22	0.2048318451270595	0.5422122371871363	0.018001	0.132001	0.978001	0.989019058888889	0.3991375576923077	color_a_supernatant	False	False	False
1696	4	0.2330905097282426	0.8468135508483219	0.004001	0.071001	0.6570010000000001	0.989019058888889	0.1922147083333333	color_a_supernatant	False	False	False
1715	3	0.0624325896016671	0.3000757277485257	0.393001	0.706001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1716	2	0.1952500780865839	1.182117599354934	1e-06	0.003001	1.0	0.6209348461538462	0.0002306	color_a_supernatant	False	True	False
1727	17	0.1188423911231754	0.4107521578412212	0.325001	0.4690009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1730	2	0.0820700964242104	0.3624511896509966	0.207001	0.4930009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1742	2	0.0795484459190931	0.467607498130599	0.227001	0.3440009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1756	18	0.1212997108284169	0.4381299774696755	0.3060009999999999	0.397001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1757	9	0.0616188030185478	0.1470457023934743	0.4710009999999999	0.945001	1.0	1.0	0.499356377034358	color_a_supernatant	False	False	False
1768	13	0.1086587848927833	0.424489034086473	0.316001	0.4360009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1772	2	0.0590956687771977	0.2763810725587257	0.337001	0.629001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1783	3	0.0863787040676158	0.3101399495398607	0.212001	0.613001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1791	2	0.0914429868311741	0.3776507697004094	0.178001	0.465001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1797	21	0.1488262558675082	0.4073756797549128	0.178001	0.4700009999999999	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1829	13	0.1617270702980658	0.6620926928849289	0.070001	0.044001	1.0	0.9572293018867924	0.4599109719101124	color_a_supernatant	False	False	False
1835	13	0.0911341128096824	0.3622535628733774	0.468001	0.650001	1.0	0.989019058888889	0.499356377034358	color_a_supernatant	False	False	False
1857	8	0.191897399470172	0.5561674008404185	0.0130009999999999	0.134001	1.0	0.989019058888889	0.3569084047619047	color_a_supernatant	False	False	False
1862	5	0.0488439373633259	0.1226588372552553	0.464001	0.819001	1.0	0.9932013022136672	0.499356377034358	color_a_supernatant	False	False	False
1879	3	0.159652365801112	0.6009648081720768	0.029001	0.217001	1.0	0.989019058888889	0.4135886195652174	color_a_supernatant	False	False	False
1900	8	0.1448192603712035	0.4727287005346927	0.101001	0.232001	1.0	0.989019058888889	0.4915225219123506	color_a_supernatant	False	False	False
1905	4	0.1033938586360333	0.5059182592103696	0.209001	0.317001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1910	5	0.0841058051271859	0.264696040886431	0.2860009999999999	0.647001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1919	4	0.1274559441405962	0.535475581958795	0.123001	0.279001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1927	4	0.0787291495604964	0.2675678535726384	0.3070009999999999	0.724001	1.0	0.989019058888889	0.4974382409523809	color_a_supernatant	False	False	False
1929	4	0.0375397946253783	0.1469919740685469	0.4850009999999999	0.851001	1.0	0.9932013022136672	0.5015301820627802	color_a_supernatant	False	False	False
