ASMID,SPECIES_IN,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,TRANSL_TABLE,LOCUSTAG
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-333C-2.proteins,Rhodotorula mucilaginosa,TFCN 25-333C-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25333C2
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-333P-2.proteins,Rhodotorula mucilaginosa,TFCN 25-333P-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25333P2
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-333Y-10.proteins,Rhodotorula mucilaginosa,TFCN 25-333Y-10,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25333Y10
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-333Y-9.proteins,Rhodotorula mucilaginosa,TFCN 25-333Y-9,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25333Y9
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-334D-3.proteins,Rhodotorula mucilaginosa,TFCN 25-334D-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25334D3
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-334Y-6.proteins,Rhodotorula mucilaginosa,TFCN 25-334Y-6,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25334Y6
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-335Y-1.proteins,Rhodotorula mucilaginosa,TFCN 25-335Y-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25335Y1
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-337M-3.proteins,Rhodotorula mucilaginosa,TFCN 25-337M-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25337M3
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-337Y-1.proteins,Rhodotorula mucilaginosa,TFCN 25-337Y-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25337Y1
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-395P-1.proteins,Rhodotorula mucilaginosa,TFCN 25-395P-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25395P1
LOCAL_Rhodotorula_mucilaginosa_TFCN_270H-2.proteins,Rhodotorula mucilaginosa,TFCN 270H-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN270H2
LOCAL_Rhodotorula_mucilaginosa_TFCN_273H-1.proteins,Rhodotorula mucilaginosa,TFCN 273H-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN273H1
LOCAL_Rhodotorula_mucilaginosa_TFCN_2M-1-4.proteins,Rhodotorula mucilaginosa,TFCN 2M-1-4,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN2M14
LOCAL_Rhodotorula_mucilaginosa_TFCN_33A-4.proteins,Rhodotorula mucilaginosa,TFCN 33A-4,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN33A4
LOCAL_Rhodotorula_mucilaginosa_TFCN_340-1.proteins,Rhodotorula mucilaginosa,TFCN 340-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN3401
LOCAL_Rhodotorula_mucilaginosa_TFCN_340-3.proteins,Rhodotorula mucilaginosa,TFCN 340-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN3403
LOCAL_Rhodotorula_mucilaginosa_TFCN_342-3.proteins,Rhodotorula mucilaginosa,TFCN 342-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN3423
LOCAL_Rhodotorula_mucilaginosa_TFCN_363-1-2.proteins,Rhodotorula mucilaginosa,TFCN 363-1-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN36312
LOCAL_Rhodotorula_mucilaginosa_TFCN_3M-1-1.proteins,Rhodotorula mucilaginosa,TFCN 3M-1-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN3M11
LOCAL_Rhodotorula_mucilaginosa_TFCN_404D-1.proteins,Rhodotorula mucilaginosa,TFCN 404D-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN404D1
LOCAL_Rhodotorula_mucilaginosa_TFCN_4M-1-2.proteins,Rhodotorula mucilaginosa,TFCN 4M-1-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN4M12
LOCAL_Rhodotorula_mucilaginosa_TFCN_4M-1-3.proteins,Rhodotorula mucilaginosa,TFCN 4M-1-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN4M13
LOCAL_Rhodotorula_mucilaginosa_TFCN_4M-1-4.proteins,Rhodotorula mucilaginosa,TFCN 4M-1-4,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN4M14
LOCAL_Rhodotorula_mucilaginosa_TFCN_4M-1-5.proteins,Rhodotorula mucilaginosa,TFCN 4M-1-5,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN4M15
LOCAL_Rhodotorula_mucilaginosa_TFCN_54D-1.proteins,Rhodotorula mucilaginosa,TFCN 54D-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN54D1
LOCAL_Rhodotorula_mucilaginosa_TFCN_54D-2.proteins,Rhodotorula mucilaginosa,TFCN 54D-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN54D2
LOCAL_Rhodotorula_mucilaginosa_TFCN_86A-12.proteins,Rhodotorula mucilaginosa,TFCN 86A-12,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN86A12
LOCAL_Rhodotorula_mucilaginosa_TFCN_86A-3.proteins,Rhodotorula mucilaginosa,TFCN 86A-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN86A3
LOCAL_Rhodotorula_mucilaginosa_TFCN_89D-3.proteins,Rhodotorula mucilaginosa,TFCN 89D-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN89D3
LOCAL_Rhodotorula_mucilaginosa_TFCN_98A-10.proteins,Rhodotorula mucilaginosa,TFCN 98A-10,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN98A10
LOCAL_Rhodotorula_mucilaginosa_TFCN_98A-5.proteins,Rhodotorula mucilaginosa,TFCN 98A-5,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN98A5
LOCAL_Rhodotorula_mucilaginosa_TFCN_98C-3.proteins,Rhodotorula mucilaginosa,TFCN 98C-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN98C3
LOCAL_Rhodotorula_mucilaginosa_TFCN_98C-5.proteins,Rhodotorula mucilaginosa,TFCN 98C-5,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN98C5
LOCAL_Rhodotorula_mucilaginosa_TFCN_98C-7.proteins,Rhodotorula mucilaginosa,TFCN 98C-7,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN98C7
LOCAL_Rhodotorula_mucilaginosa_TFCN_98C-8.proteins,Rhodotorula mucilaginosa,TFCN 98C-8,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN98C8
LOCAL_Rhodotorula_mucilaginosa_TFCN_98D-11.proteins,Rhodotorula mucilaginosa,TFCN 98D-11,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN98D11
LOCAL_Rhodotorula_mucilaginosa_TFCN_98D-7.proteins,Rhodotorula mucilaginosa,TFCN 98D-7,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN98D7
LOCAL_Rhodotorula_mucilaginosa_TFCN_98D-9.proteins,Rhodotorula mucilaginosa,TFCN 98D-9,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN98D9
LOCAL_Rhodotorula_pacifica_TFCN_1A-1-3.proteins,Rhodotorula mucilaginosa,TFCN 1A-1-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN1A13
LOCAL_Rhodotorula_pacifica_TFCN_1B-1-2.proteins,Rhodotorula mucilaginosa,TFCN 1B-1-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN1B12
LOCAL_Rhodotorula_paludigena_DBVPG_4610.proteins,Rhodotorula paludigena,DBVPG 4610,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,DBVPG4610
LOCAL_Rhodotorula_paludigena_DBVPG_7316.proteins,Rhodotorula paludigena,DBVPG 7316,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,DBVPG7316
LOCAL_Rhodotorula_paludigena_DBVPG_7323.proteins,Rhodotorula paludigena,DBVPG 7323,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,DBVPG7323
LOCAL_Rhodotorula_paludigena_NRRL_Y-12923.proteins,Rhodotorula paludigena,NRRL Y-12923,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,OM448
LOCAL_Rhodotorula_paludigena_TFCN_1A-1-2.proteins,Rhodotorula mucilaginosa,TFCN 1A-1-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN1A12
LOCAL_Rhodotorula_paludigena_TFCN_25-333P-5.proteins,Rhodotorula paludigena,TFCN 25-333P-5,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,TFCN25333P5
LOCAL_Rhodotorula_paludigena_TFCN_342-2.proteins,Rhodotorula paludigena,TFCN 342-2,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,TFCN3422
LOCAL_Rhodotorula_paludigena_TFCN_43A-4.proteins,Rhodotorula paludigena,TFCN 43A-4,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,TFCN43A4
LOCAL_Rhodotorula_paludigena_TFCN_48A-10.proteins,Rhodotorula paludigena,TFCN 48A-10,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,TFCN48A10
LOCAL_Rhodotorula_paludigena_TFCN_48A-15.proteins,Rhodotorula paludigena,TFCN 48A-15,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,TFCN48A15
LOCAL_Rhodotorula_paludigena_TFCN_48A-2.proteins,Rhodotorula paludigena,TFCN 48A-2,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,TFCN48A2
LOCAL_Rhodotorula_paludigena_TFCN_48A-3.proteins,Rhodotorula paludigena,TFCN 48A-3,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,TFCN48A3
LOCAL_Rhodotorula_paludigena_TFCN_48C-3.proteins,Rhodotorula paludigena,TFCN 48C-3,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,TFCN48C3
LOCAL_Rhodotorula_paludigena_TFCN_48D-10.proteins,Rhodotorula paludigena,TFCN 48D-10,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,TFCN48D10
LOCAL_Rhodotorula_paludigena_TFCN_48D-4.proteins,Rhodotorula paludigena,TFCN 48D-4,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,TFCN48D4
LOCAL_Rhodotorula_paludigena_TFCN_49A-1.proteins,Rhodotorula paludigena,TFCN 49A-1,,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,1,TFCN49A1
LOCAL_Rhodotorula_sp._clade_I_DBVPG_8058.proteins,Rhodotorula sp. clade I,DBVPG 8058,,5533,dikarya,Basidiomycota,,Exobasidiomycetes,,,,Rhodotorula,Rhodotorula sp. clade I,1,DBVPG8058
LOCAL_Rhodotorula_sp._clade_I_TFCN_17-328C-3.proteins,Rhodotorula sp. clade I,TFCN 17-328C-3,,5533,dikarya,Basidiomycota,,Exobasidiomycetes,,,,Rhodotorula,Rhodotorula sp. clade I,1,TFCN17328C3
LOCAL_Rhodotorula_sp._clade_I_TFCN_17-328P-3.proteins,Rhodotorula sp. clade I,TFCN 17-328P-3,,5533,dikarya,Basidiomycota,,Exobasidiomycetes,,,,Rhodotorula,Rhodotorula sp. clade I,1,TFCN17328P3
LOCAL_Rhodotorula_sp._clade_I_TFCN_222A-2.proteins,Rhodotorula sp. clade I,TFCN 222A-2,,5533,dikarya,Basidiomycota,,Exobasidiomycetes,,,,Rhodotorula,Rhodotorula sp. clade I,1,TFCN222A2
LOCAL_Rhodotorula_sp._clade_I_TFCN_25-333D-1.proteins,Rhodotorula sp. clade I,TFCN 25-333D-1,,5533,dikarya,Basidiomycota,,Exobasidiomycetes,,,,Rhodotorula,Rhodotorula sp. clade I,1,TFCN25333D1
LOCAL_Rhodotorula_sp._clade_I_TFCN_25-333D-5.proteins,Rhodotorula sp. clade I,TFCN 25-333D-5,,5533,dikarya,Basidiomycota,,Exobasidiomycetes,,,,Rhodotorula,Rhodotorula sp. clade I,1,TFCN25333D5
LOCAL_Rhodotorula_sp._clade_I_TFCN_25-333Y-2.proteins,Rhodotorula sp. clade I,TFCN 25-333Y-2,,5533,dikarya,Basidiomycota,,Exobasidiomycetes,,,,Rhodotorula,Rhodotorula sp. clade I,1,TFCN25333Y2
LOCAL_Rhodotorula_sp._clade_I_TFCN_86C-7.proteins,Rhodotorula sp. clade I,TFCN 86C-7,,5533,dikarya,Basidiomycota,,Exobasidiomycetes,,,,Rhodotorula,Rhodotorula sp. clade I,1,TFCN86C7
LOCAL_Rhodotorula_sp._clade_XIII_DBVPG_7947.proteins,Rhodotorula sp. clade XIII,DBVPG 7947,,5533,dikarya,Basidiomycota,,Exobasidiomycetes,,,,Rhodotorula,Rhodotorula sp. clade XIII,1,DBVPG7947
LOCAL_Rhodotorula_sp._clade_XI_DBVPG_10348.proteins,Rhodotorula sp. clade XI,DBVPG 10348,,5533,dikarya,Basidiomycota,,Exobasidiomycetes,,,,Rhodotorula,Rhodotorula sp. clade XI,1,DBVPG10348
LOCAL_Rhodotorula_sp._clade_XI_TFCN_186DK3-2.proteins,Rhodotorula sp. clade XI,TFCN 186DK3-2,,5533,dikarya,Basidiomycota,,Exobasidiomycetes,,,,Rhodotorula,Rhodotorula sp. clade XI,1,TFCN186DK32
LOCAL_Rhodotorula_sphaerocarpa_NRRL_Y-7192.proteins,Rhodotorula sphaerocarpa,NRRL Y-7192,,86839,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sphaerocarpa,1,OM440
LOCAL_Rhodotorula_sphaerocarpa_TFCN_86A-6.proteins,Rhodotorula sphaerocarpa,TFCN 86A-6,,86839,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sphaerocarpa,1,TFCN86A6
LOCAL_Rhodotorula_sphaerocarpa_TFCN_86A-8.proteins,Rhodotorula sphaerocarpa,TFCN 86A-8,,86839,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sphaerocarpa,1,TFCN86A8
LOCAL_Rhodotorula_sphaerocarpa_TFCN_86C-10.proteins,Rhodotorula sphaerocarpa,TFCN 86C-10,,86839,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sphaerocarpa,1,TFCN86C10
LOCAL_Rhodotorula_sphaerocarpa_TFCN_86C-9.proteins,Rhodotorula sphaerocarpa,TFCN 86C-9,,86839,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sphaerocarpa,1,TFCN86C9
LOCAL_Rhodotorula_taiwanensis_DBVPG_4530.proteins,Rhodotorula taiwanensis,DBVPG 4530,,741276,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula taiwanensis,1,DBVPG4530
LOCAL_Rhodotorula_taiwanensis_DBVPG_4531.proteins,Rhodotorula taiwanensis,DBVPG 4531,,741276,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula taiwanensis,1,DBVPG4531
LOCAL_Rhodotorula_taiwanensis_TFCN_0520-4-2-1.proteins,Rhodotorula taiwanensis,TFCN 0520-4-2-1,,741276,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula taiwanensis,1,TFCN0520421
LOCAL_Rhodotorula_taiwanensis_TFCN_0520-4-2-2.proteins,Rhodotorula taiwanensis,TFCN 0520-4-2-2,,741276,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula taiwanensis,1,TFCN0520422
LOCAL_Rhodotorula_taiwanensis_TFCN_357-1.proteins,Rhodotorula taiwanensis,TFCN 357-1,,741276,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula taiwanensis,1,TFCN3571
LOCAL_Rhodotorula_taiwanensis_TFCN_S22D-1.proteins,Rhodotorula taiwanensis,TFCN S22D-1,,741276,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula taiwanensis,1,TFCNS22D1
LOCAL_Rhodotorula_toruloides_DBVPG_6121.proteins,Rhodotorula toruloides,DBVPG 6121,,5286,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,1,DBVPG6121
LOCAL_Rhodotorula_toruloides_DBVPG_6739.proteins,Rhodotorula toruloides,DBVPG 6739,,5286,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,1,DBVPG6739
LOCAL_Rhodotorula_toruloides_TFCN_152A-4.proteins,Rhodotorula toruloides,TFCN 152A-4,,5286,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,1,TFCN152A4
LOCAL_Rhodotorula_toruloides_TFCN_152A-6.proteins,Rhodotorula toruloides,TFCN 152A-6,,5286,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,1,TFCN152A6
LOCAL_Rhodotorula_toruloides_TFCN_152C-3.proteins,Rhodotorula toruloides,TFCN 152C-3,,5286,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,1,TFCN152C3
LOCAL_Rhodotorula_toruloides_TFCN_152C-6.proteins,Rhodotorula taiwanensis,TFCN 152C-6,,741276,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula taiwanensis,1,TFCN152C6
LOCAL_Rhodotorula_toruloides_TFCN_152D-4.proteins,Rhodotorula toruloides,TFCN 152D-4,,5286,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,1,TFCN152D4
LOCAL_Rhodotorula_toruloides_TFCN_152D-6.proteins,Rhodotorula toruloides,TFCN 152D-6,,5286,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,1,TFCN152D6
