sseqid,species_prefix,GENUS,SPECIES,STRAIN,pident,qcovhsp,scovhsp,evalue,bitscore,is_ortholog
TFCN25395P1_003193-T1,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN33A4_005035-T1,TFCN33A4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 33A-4,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN404D1_002589-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN54D1_010826-T1,TFCN54D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-1,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN17267M1_012066-T1,TFCN17267M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-267M-1,23.9,43.1,22.0,8.28e-14,83.6,False
TFCN17291Y1_008527-T1,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN17334D6_014110-T1,TFCN17334D6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334D-6,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN25331D1_007292-T1,TFCN25331D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-331D-1,23.9,43.1,42.5,7.2e-14,83.6,False
DBVPG8043_002752-T1,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN152A1_007864-T1,TFCN152A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-1,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN1702E3373_006158-T1,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN1702E3901_006395-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN25334Y6_002102-T1,TFCN25334Y6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-334Y-6,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN2502E3901_011079-T1,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN25333Y10_004786-T1,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN17334Y5_009749-T1,TFCN17334Y5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334Y-5,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN17337P5_010466-T1,TFCN17337P5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-337P-5,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN17390M1_005994-T1,TFCN17390M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-390M-1,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN22C4_011497-T1,TFCN22C4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 22C-4,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN2502E3331_011693-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN2502E3341_013936-T1,TFCN2502E3341,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E334-1,23.9,43.1,42.5,7.2e-14,83.6,False
TFCN17333P6_010206-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,23.9,43.1,42.5,7.2e-14,83.6,False
DBVPG6121_005180-T1,DBVPG6121,Rhodotorula,Rhodotorula toruloides,DBVPG 6121,26.3,32.6,32.6,9.43e-14,83.2,False
TFCN152A4_005642-T1,TFCN152A4,Rhodotorula,Rhodotorula toruloides,TFCN 152A-4,25.8,32.6,32.6,1.24e-13,82.8,False
TFCN152A6_005393-T1,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6,25.8,32.6,32.6,1.24e-13,82.8,False
TFCN152C3_007558-T1,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3,25.8,32.6,32.6,1.24e-13,82.8,False
TFCN152D6_005994-T1,TFCN152D6,Rhodotorula,Rhodotorula toruloides,TFCN 152D-6,25.8,32.6,32.6,1.24e-13,82.8,False
DBVPG4377_004528-T1,DBVPG4377,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4377,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3778_004483-T1,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3777_004972-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3984_000989-T1,DBVPG3984,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3984,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3983_000982-T1,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3858_005729-T1,DBVPG3858,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3858,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3855_004583-T1,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3382_003728-T1,DBVPG3382,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3382,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3383_004005-T1,DBVPG3383,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3383,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3384_004033-T1,DBVPG3384,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3384,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3442_004825-T1,DBVPG3442,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3442,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG10937_005152-T1,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3775_005852-T1,DBVPG3775,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3775,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3774_004483-T1,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3443_005882-T1,DBVPG3443,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3443,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG6593_005339-T1,DBVPG6593,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6593,25.1,32.6,33.0,1.62e-13,82.4,False
TFCN17267M1_009740-T1,TFCN17267M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-267M-1,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG6743_006002-T1,DBVPG6743,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6743,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3780_004858-T1,DBVPG3780,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3780,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG6091_005655-T1,DBVPG6091,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6091,25.1,32.6,32.5,1.63e-13,82.4,False
DBVPG10882_004314-T1,DBVPG10882,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10882,25.1,32.6,32.5,1.63e-13,82.4,False
DBVPG4378_004984-T1,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378,25.1,32.6,33.0,1.62e-13,82.4,False
TFCN25334D3_000028-T1,TFCN25334D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-334D-3,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG4618_006540-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG4920_005081-T1,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG4945_003388-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3444_004182-T1,DBVPG3444,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3444,25.1,32.6,32.5,1.63e-13,82.4,False
DBVPG3776_004948-T1,DBVPG3776,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3776,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG4962_006202-T1,DBVPG4962,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4962,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG4947_004154-T1,DBVPG4947,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4947,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG4946_004678-T1,DBVPG4946,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4946,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3854_011080-T1,DBVPG3854,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3854,25.1,32.6,44.4,1.45e-13,82.4,False
DBVPG3856_013081-T1,DBVPG3856,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3856,25.1,32.6,44.4,1.45e-13,82.4,False
DBVPG3857_010404-T1,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857,25.1,32.6,44.4,1.45e-13,82.4,False
TFCN2502E3341_007699-T1,TFCN2502E3341,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E334-1,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG4963_005481-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG5225_005517-T1,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG5226_005341-T1,DBVPG5226,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5226,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG5227_005440-T1,DBVPG5227,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5227,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG5228_001756-T1,DBVPG5228,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5228,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG5229_005575-T1,DBVPG5229,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5229,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG5235_005724-T1,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG6092_006244-T1,DBVPG6092,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6092,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3381_004473-T1,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3044_002291-T1,DBVPG3044,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3044,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3090_000992-T1,DBVPG3090,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3090,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3045_007337-T1,DBVPG3045,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3045,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3235_000730-T1,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3236_001457-T1,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG3237_003664-T1,DBVPG3237,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3237,25.1,32.6,33.0,1.62e-13,82.4,False
DBVPG10842_002117-T1,DBVPG10842,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10842,25.1,32.6,33.0,1.62e-13,82.4,False
TFCN17334Y2_003215-T1,TFCN17334Y2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334Y-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17334Y3_003503-T1,TFCN17334Y3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334Y-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17334Y5_002961-T1,TFCN17334Y5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334Y-5,25.1,32.6,33.0,2.12e-13,82.0,False
TFCN17337P5_007042-T1,TFCN17337P5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-337P-5,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17338D3_004793-T1,TFCN17338D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-338D-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17390M1_007335-T1,TFCN17390M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-390M-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17Y2781_003069-T1,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1,25.1,32.6,33.0,2.12e-13,82.0,False
TFCN181A1_004950-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17332C1_004765-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17332C2_005268-T1,TFCN17332C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17332M2_003600-T1,TFCN17332M2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17332P1_003450-T1,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17332P2_003933-T1,TFCN17332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17333D2_003711-T1,TFCN17333D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333D-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17334C1_005064-T1,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17334D6_000703-T1,TFCN17334D6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334D-6,25.1,32.6,33.0,2.12e-13,82.0,False
DBVPG4958_004657-T1,DBVPG4958,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4958,24.7,32.6,33.0,2.12e-13,82.0,False
DBVPG4964_006053-T1,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG5236_002352-T1,DBVPG5236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5236,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG5757_001048-T1,DBVPG5757,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5757,25.1,32.6,33.0,2.12e-13,82.0,False
DBVPG5758_001946-T1,DBVPG5758,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5758,25.1,32.6,33.0,2.12e-13,82.0,False
DBVPG5759_001803-T1,DBVPG5759,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5759,25.1,32.6,33.0,2.12e-13,82.0,False
DBVPG6741_004341-T1,DBVPG6741,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6741,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG6803_006305-T1,DBVPG6803,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6803,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG4304_004947-T1,DBVPG4304,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4304,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG4376_000556-T1,DBVPG4376,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4376,25.1,32.6,33.0,2.12e-13,82.0,False
DBVPG4408_000926-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,25.1,32.6,33.0,2.12e-13,82.0,False
DBVPG4466_004484-T1,DBVPG4466,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4466,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG4949_005712-T1,DBVPG4949,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4949,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG4950_006530-T1,DBVPG4950,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4950,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG4956_004811-T1,DBVPG4956,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4956,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG4957_005600-T1,DBVPG4957,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4957,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG7019_004403-T1,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019,25.4,27.4,27.9,2.12e-13,82.0,False
DH4148_003883-T1,DH4148,Rhodotorula,Rhodotorula mucilaginosa,DH4148,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN100D1_002273-T1,TFCN100D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 100D-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN102C1_004738-T1,TFCN102C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102C-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN102C2_004520-T1,TFCN102C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102C-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN102D1_005100-T1,TFCN102D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102D-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN102D2_003887-T1,TFCN102D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102D-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN106A1_004460-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN107C3_002495-T1,TFCN107C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 107C-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN110C1_003226-T1,TFCN110C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 110C-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN118C2_005518-T1,TFCN118C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 118C-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN130D4_005556-T1,TFCN130D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 130D-4,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN137C3_005589-T1,TFCN137C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137C-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN137D4_003827-T1,TFCN137D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137D-4,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN138A1_003112-T1,TFCN138A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 138A-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN140A3_004936-T1,TFCN140A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 140A-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN141C2_005866-T1,TFCN141C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 141C-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN152A12_004975-T1,TFCN152A12,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-12,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN152A1_001109-T1,TFCN152A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-1,25.1,32.6,33.0,2.12e-13,82.0,False
TFCN152A2_004900-T1,TFCN152A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN152A5_004075-T1,TFCN152A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-5,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN1702E33410_001920-T1,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN1702E3344_001094-T1,TFCN1702E3344,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN1702E3373_004602-T1,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3,25.1,32.6,33.0,2.12e-13,82.0,False
TFCN1702E3901_000435-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN1702E3902_007998-T1,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17291Y1_002153-T1,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1,25.1,32.6,33.0,2.12e-13,82.0,False
TFCN172A1_005201-T1,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17325D2_000720-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17325D4_004379-T1,TFCN17325D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-4,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17325P1_004932-T1,TFCN17325P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325P-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN17329Y4_002023-T1,TFCN17329Y4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-329Y-4,25.1,32.6,33.0,2.12e-13,82.0,False
TFCN98D9_004631-T1,TFCN98D9,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-9,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN1A13_004045-T1,TFCN1A13,Rhodotorula,Rhodotorula pacifica,TFCN 1A-1-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN1B12_000566-T1,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN1A12_004835-T1,TFCN1A12,Rhodotorula,Rhodotorula paludigena,TFCN 1A-1-2,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG4380_005606-T1,DBVPG4380,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4380,25.1,32.6,32.9,2.12e-13,82.0,False
DBVPG6660_002848-T1,DBVPG6660,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6660,25.1,32.6,32.9,2.12e-13,82.0,False
TFCN134A3_001187-T1,TFCN134A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 134A-3,25.1,32.6,32.9,2.12e-13,82.0,False
TFCN17332M1_002142-T1,TFCN17332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-1,25.1,32.6,32.9,2.12e-13,82.0,False
TFCN98A10_003213-T1,TFCN98A10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-10,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN98A5_000658-T1,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN98C3_004162-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN98C5_002751-T1,TFCN98C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-5,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN98C7_005027-T1,TFCN98C7,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-7,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN98C8_003082-T1,TFCN98C8,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-8,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN98D11_004951-T1,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN98D7_002535-T1,TFCN98D7,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-7,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN211A3_005248-T1,TFCN211A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 211A-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN212C2_005088-T1,TFCN212C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 212C-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN21364_002589-T1,TFCN21364,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-4,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN22C4_008137-T1,TFCN22C4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 22C-4,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN2502E3321_005676-T1,TFCN2502E3321,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN2502E3331_006412-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN2502E3335_005287-T1,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN2502E3337_001642-T1,TFCN2502E3337,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-7,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN209611_004550-T1,TFCN209611,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-11,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN209612_004933-T1,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN209614_005343-T1,TFCN209614,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-14,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN209617_004295-T1,TFCN209617,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-17,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN20961_004995-T1,TFCN20961,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-1,25.4,27.4,27.9,2.12e-13,82.0,False
