gene,pfam_acc,protein_id,species_prefix,GENUS,SPECIES,STRAIN,full_seq_e_value,full_seq_score
crtS/crtR-hydroxylase,PF00067.28,TFCN25333D1_002573-T1,TFCN25333D1,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333D-1,9.5e-19,66.2
crtS/crtR-hydroxylase,PF00067.28,TFCN25333D1_003919-T1,TFCN25333D1,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333D-1,5.7e-15,53.8
crtS/crtR-hydroxylase,PF00067.28,TFCN105A2_003094-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,9.2e-82,274.0
crtS/crtR-hydroxylase,PF00067.28,TFCN105A2_000885-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,9.2e-75,250.9
crtS/crtR-hydroxylase,PF00067.28,TFCN105A2_005620-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,1.6e-64,217.1
crtS/crtR-hydroxylase,PF00067.28,TFCN105A2_005607-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,7.5e-61,205.0
crtS/crtR-hydroxylase,PF00067.28,TFCN105A2_001930-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,6.7e-58,195.3
crtS/crtR-hydroxylase,PF00067.28,TFCN105A2_001984-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,6.7e-58,195.3
crtS/crtR-hydroxylase,PF00067.28,TFCN105A2_006009-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,6.3e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN105A2_006009-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,6.3e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN105A2_004065-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,1.8e-47,160.9
crtS/crtR-hydroxylase,PF00067.28,TFCN105A2_000498-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,3.9e-13,47.7
crtS/crtR-hydroxylase,PF00067.28,TFCN105A2_003960-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,1.5e-07,29.3
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_002712-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,9.4e-82,274.0
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_000590-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,9.5e-75,250.9
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_005559-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,1.6e-64,217.1
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_003781-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,5.3e-63,212.1
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_005546-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,7.7e-61,205.0
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_001654-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,6.9e-58,195.3
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_001708-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,6.9e-58,195.3
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_006181-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,6.4e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_006181-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,6.4e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_003862-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,3.4e-54,183.1
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_000153-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,4e-13,47.7
crtS/crtR-hydroxylase,PF00067.28,TFCN17325D2_003497-T1,TFCN17325D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-2,1.5e-07,29.3
crtS/crtR-hydroxylase,PF00067.28,DBVPG3770_002456-T1,DBVPG3770,Rhodotorula,Rhodotorula dairenensis,DBVPG 3770,9.8e-82,273.6
crtS/crtR-hydroxylase,PF00067.28,DBVPG3770_000894-T1,DBVPG3770,Rhodotorula,Rhodotorula dairenensis,DBVPG 3770,5.7e-76,254.6
crtS/crtR-hydroxylase,PF00067.28,DBVPG3770_000188-T1,DBVPG3770,Rhodotorula,Rhodotorula dairenensis,DBVPG 3770,3.6e-63,212.4
crtS/crtR-hydroxylase,PF00067.28,DBVPG3770_003088-T1,DBVPG3770,Rhodotorula,Rhodotorula dairenensis,DBVPG 3770,1.8e-56,190.4
crtS/crtR-hydroxylase,PF00067.28,DBVPG3770_003088-T1,DBVPG3770,Rhodotorula,Rhodotorula dairenensis,DBVPG 3770,1.8e-56,190.4
crtS/crtR-hydroxylase,PF00067.28,DBVPG3770_000138-T1,DBVPG3770,Rhodotorula,Rhodotorula dairenensis,DBVPG 3770,2.9e-55,186.4
crtS/crtR-hydroxylase,PF00067.28,DBVPG3770_004755-T1,DBVPG3770,Rhodotorula,Rhodotorula dairenensis,DBVPG 3770,3.6e-53,179.4
crtS/crtR-hydroxylase,PF00067.28,DBVPG3770_001844-T1,DBVPG3770,Rhodotorula,Rhodotorula dairenensis,DBVPG 3770,1.5e-38,131.3
crtS/crtR-hydroxylase,PF00067.28,DBVPG3770_001844-T1,DBVPG3770,Rhodotorula,Rhodotorula dairenensis,DBVPG 3770,1.5e-38,131.3
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_005317-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,1.8e-81,274.0
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_002858-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,4.5e-81,272.6
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_003366-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,6.9e-75,252.2
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_005400-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,1.8e-74,250.9
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_007770-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,3.1e-64,217.1
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_007099-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,1e-62,212.1
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_010546-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,2.3e-62,210.9
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_007784-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,1.5e-60,205.0
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_010859-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,1.1e-59,202.1
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_007507-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,1.9e-59,201.4
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_006141-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,3.8e-58,197.1
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_011793-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,5.2e-57,193.3
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_011793-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,5.2e-57,193.3
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_005951-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,1.2e-56,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_005951-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,1.2e-56,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_002359-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,2.8e-55,187.6
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_004033-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,3.6e-47,160.9
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_010845-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,6.9e-43,146.7
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_010846-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,2.1e-15,56.1
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_002137-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,3.7e-15,55.3
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_004862-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,7.6e-13,47.7
crtS/crtR-hydroxylase,PF00067.28,TFCN2502E3331_003782-T1,TFCN2502E3331,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,2.9e-07,29.3
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_007292-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,1.8e-81,272.9
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_001158-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,9.2e-75,250.9
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_007040-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,1e-64,217.7
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_007075-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,1.1e-62,211.1
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_004091-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,4.9e-57,192.4
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_004091-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,4.9e-57,192.4
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_004518-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,2.1e-54,183.7
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_002982-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,9.8e-54,181.5
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_002228-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,1.9e-47,160.8
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_000352-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,3.9e-13,47.7
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_007519-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,2.1e-12,45.3
crtS/crtR-hydroxylase,PF00067.28,DBVPG4408_003169-T1,DBVPG4408,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4408,2e-07,28.9
crtS/crtR-hydroxylase,PF00067.28,DBVPG6093_007120-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,9e-82,274.0
crtS/crtR-hydroxylase,PF00067.28,DBVPG6093_006777-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,9.1e-75,250.9
crtS/crtR-hydroxylase,PF00067.28,DBVPG6093_006524-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,1.6e-64,217.1
crtS/crtR-hydroxylase,PF00067.28,DBVPG6093_001448-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,5.1e-63,212.1
crtS/crtR-hydroxylase,PF00067.28,DBVPG6093_006574-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,7.4e-61,205.0
crtS/crtR-hydroxylase,PF00067.28,DBVPG6093_004755-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,6.6e-58,195.3
crtS/crtR-hydroxylase,PF00067.28,DBVPG6093_004995-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,6.2e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,DBVPG6093_004995-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,6.2e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,DBVPG6093_004212-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,1.5e-47,161.2
crtS/crtR-hydroxylase,PF00067.28,DBVPG6093_000375-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,3.8e-13,47.7
crtS/crtR-hydroxylase,PF00067.28,DBVPG6093_002266-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,1.5e-07,29.3
crtS/crtR-hydroxylase,PF00067.28,TFCN181A1_000785-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,9.1e-82,274.0
crtS/crtR-hydroxylase,PF00067.28,TFCN181A1_006498-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,9.2e-75,250.9
crtS/crtR-hydroxylase,PF00067.28,TFCN181A1_004747-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,1.6e-64,217.1
crtS/crtR-hydroxylase,PF00067.28,TFCN181A1_002632-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,5.1e-63,212.1
crtS/crtR-hydroxylase,PF00067.28,TFCN181A1_004760-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,7.5e-61,205.0
crtS/crtR-hydroxylase,PF00067.28,TFCN181A1_004168-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,6.7e-58,195.3
crtS/crtR-hydroxylase,PF00067.28,TFCN181A1_006453-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,6.3e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN181A1_006453-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,6.3e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN181A1_004899-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,1.8e-47,160.9
crtS/crtR-hydroxylase,PF00067.28,TFCN181A1_000106-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,7.2e-12,43.5
crtS/crtR-hydroxylase,PF00067.28,TFCN181A1_003253-T1,TFCN181A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 181A-1,1.5e-07,29.3
crtS/crtR-hydroxylase,PF00067.28,TFCN209617_001066-T1,TFCN209617,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-17,9e-82,274.0
crtS/crtR-hydroxylase,PF00067.28,TFCN209617_002763-T1,TFCN209617,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-17,9e-75,250.9
crtS/crtR-hydroxylase,PF00067.28,TFCN209617_007160-T1,TFCN209617,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-17,1.5e-64,217.1
crtS/crtR-hydroxylase,PF00067.28,TFCN209617_007084-T1,TFCN209617,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-17,7.3e-61,205.0
crtS/crtR-hydroxylase,PF00067.28,TFCN209617_003271-T1,TFCN209617,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-17,6.6e-58,195.3
crtS/crtR-hydroxylase,PF00067.28,TFCN209617_005977-T1,TFCN209617,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-17,6.1e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN209617_005977-T1,TFCN209617,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-17,6.1e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN209617_003672-T1,TFCN209617,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-17,3.2e-54,183.1
crtS/crtR-hydroxylase,PF00067.28,TFCN209617_000105-T1,TFCN209617,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-17,7.1e-12,43.5
crtS/crtR-hydroxylase,PF00067.28,TFCN209617_002094-T1,TFCN209617,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-17,1.5e-07,29.3
crtS/crtR-hydroxylase,PF00067.28,TFCN106A1_002295-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,9.1e-82,274.0
crtS/crtR-hydroxylase,PF00067.28,TFCN106A1_006378-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,9.2e-75,250.9
crtS/crtR-hydroxylase,PF00067.28,TFCN106A1_001539-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,1.6e-64,217.1
crtS/crtR-hydroxylase,PF00067.28,TFCN106A1_002794-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,5.1e-63,212.1
crtS/crtR-hydroxylase,PF00067.28,TFCN106A1_001552-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,7.4e-61,205.0
crtS/crtR-hydroxylase,PF00067.28,TFCN106A1_004307-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,6.7e-58,195.3
crtS/crtR-hydroxylase,PF00067.28,TFCN106A1_005873-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,6.2e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN106A1_005873-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,6.2e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN106A1_003445-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,1.8e-47,160.9
crtS/crtR-hydroxylase,PF00067.28,TFCN106A1_003262-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,1.5e-07,29.3
crtS/crtR-hydroxylase,PF00067.28,TFCN106A1_000205-T1,TFCN106A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 106A-1,5.6e-07,27.4
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_005002-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,4.1e-81,272.6
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_002417-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,6.2e-75,252.2
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_002190-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,1.6e-74,250.9
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_010113-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,1.5e-63,214.8
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_010869-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,1.6e-62,211.3
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_009139-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,1.3e-60,205.0
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_007851-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,1.6e-60,204.7
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_010102-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,5.9e-60,202.9
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_005215-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,3e-59,200.6
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_009127-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,1.1e-58,198.7
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_011264-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,4.6e-57,193.3
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_011264-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,4.6e-57,193.3
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_007603-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,1.1e-56,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_007603-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,1.1e-56,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_005023-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,8e-55,185.9
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_006607-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,9.6e-47,159.3
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_008273-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,1.3e-08,33.6
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_005702-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,2.7e-07,29.3
crtS/crtR-hydroxylase,PF00067.28,TFCN1702E3901_001078-T1,TFCN1702E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,1e-06,27.4
crtS/crtR-hydroxylase,PF00067.28,TFCN1A13_001321-T1,TFCN1A13,Rhodotorula,Rhodotorula pacifica,TFCN 1A-1-3,9e-82,274.0
crtS/crtR-hydroxylase,PF00067.28,TFCN1A13_002607-T1,TFCN1A13,Rhodotorula,Rhodotorula pacifica,TFCN 1A-1-3,9.1e-75,250.9
crtS/crtR-hydroxylase,PF00067.28,TFCN1A13_007208-T1,TFCN1A13,Rhodotorula,Rhodotorula pacifica,TFCN 1A-1-3,1.6e-64,217.1
crtS/crtR-hydroxylase,PF00067.28,TFCN1A13_007137-T1,TFCN1A13,Rhodotorula,Rhodotorula pacifica,TFCN 1A-1-3,7.4e-61,205.0
crtS/crtR-hydroxylase,PF00067.28,TFCN1A13_003309-T1,TFCN1A13,Rhodotorula,Rhodotorula pacifica,TFCN 1A-1-3,6.6e-58,195.3
crtS/crtR-hydroxylase,PF00067.28,TFCN1A13_005630-T1,TFCN1A13,Rhodotorula,Rhodotorula pacifica,TFCN 1A-1-3,6.2e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN1A13_005630-T1,TFCN1A13,Rhodotorula,Rhodotorula pacifica,TFCN 1A-1-3,6.2e-57,192.1
crtS/crtR-hydroxylase,PF00067.28,TFCN1A13_003756-T1,TFCN1A13,Rhodotorula,Rhodotorula pacifica,TFCN 1A-1-3,1.8e-47,160.9
crtS/crtR-hydroxylase,PF00067.28,TFCN1A13_000103-T1,TFCN1A13,Rhodotorula,Rhodotorula pacifica,TFCN 1A-1-3,4.4e-13,47.5
crtS/crtR-hydroxylase,PF00067.28,TFCN1A13_001866-T1,TFCN1A13,Rhodotorula,Rhodotorula pacifica,TFCN 1A-1-3,1.5e-07,29.3
crtS/crtR-hydroxylase,PF00067.28,TFCNS22D1_003433-T1,TFCNS22D1,Rhodotorula,Rhodotorula taiwanensis,TFCN S22D-1,4.8e-79,265.0
crtS/crtR-hydroxylase,PF00067.28,TFCNS22D1_003744-T1,TFCNS22D1,Rhodotorula,Rhodotorula taiwanensis,TFCN S22D-1,4e-70,235.6
crtS/crtR-hydroxylase,PF00067.28,TFCNS22D1_005974-T1,TFCNS22D1,Rhodotorula,Rhodotorula taiwanensis,TFCN S22D-1,3.3e-59,199.6
crtS/crtR-hydroxylase,PF00067.28,TFCNS22D1_005995-T1,TFCNS22D1,Rhodotorula,Rhodotorula taiwanensis,TFCN S22D-1,8.9e-58,194.9
crtS/crtR-hydroxylase,PF00067.28,TFCNS22D1_002419-T1,TFCNS22D1,Rhodotorula,Rhodotorula taiwanensis,TFCN S22D-1,1.2e-56,191.1
crtS/crtR-hydroxylase,PF00067.28,TFCNS22D1_002419-T1,TFCNS22D1,Rhodotorula,Rhodotorula taiwanensis,TFCN S22D-1,1.2e-56,191.1
crtS/crtR-hydroxylase,PF00067.28,TFCNS22D1_007274-T1,TFCNS22D1,Rhodotorula,Rhodotorula taiwanensis,TFCN S22D-1,3.5e-55,186.3
crtS/crtR-hydroxylase,PF00067.28,TFCNS22D1_000826-T1,TFCNS22D1,Rhodotorula,Rhodotorula taiwanensis,TFCN S22D-1,1.2e-23,82.3
crtS/crtR-hydroxylase,PF00067.28,TFCNS22D1_007532-T1,TFCNS22D1,Rhodotorula,Rhodotorula taiwanensis,TFCN S22D-1,1.8e-09,35.6
crtS/crtR-hydroxylase,PF00067.28,TFCN20961_002196-T1,TFCN20961,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-1,9.1e-82,274.0
crtS/crtR-hydroxylase,PF00067.28,TFCN20961_004803-T1,TFCN20961,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-1,9.1e-75,250.9
crtS/crtR-hydroxylase,PF00067.28,TFCN20961_001891-T1,TFCN20961,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-1,1.6e-64,217.1
crtS/crtR-hydroxylase,PF00067.28,TFCN20961_001878-T1,TFCN20961,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-1,7.4e-61,205.0
crtS/crtR-hydroxylase,PF00067.28,TFCN20961_003838-T1,TFCN20961,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-1,6.7e-58,195.3
